movieId,title,tag_list,tag_counts
127180,"Story of Film: An Odyssey, The","['african cinema', 'british cinema', 'cinema', 'cinema novo', 'hindi cinema', 'nouvelle vague', 'russian cinema', 'mark cousins', 'pretentious']","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
206957,Through The Fire,[],[]
139913,Une heure de tranquillité,"['christian clavier', 'original', 'france', 'french film', 'humour']","[2, 1, 1, 1, 1]"
222352,The Bit Player,"['computers', 'science', 'technology']","[1, 1, 1]"
144920,Hide Away,['renewal'],[1]
272329,Meskina,[],[]
225914,Fingers,"['achondroplasiaphobia', 'apotemnophobia', 'dark skin', 'little person', 'missing finger', 'pet dog', 'pregnant woman', 'psychologist', 'removing someones finger', 'self help book', 'sonogram', 'stealing a dog', 'trailer', 'trichophagia', 'white dog', 'weird']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
179853,Sedmero krkavců,"['curse', 'fairy tale', 'family', 'mother', 'raven', 'sibling relationship', 'witch', 'woman director']","[1, 1, 1, 1, 1, 1, 1, 1]"
224370,Nigerian Prince,[],[]
157951,L'Autrichienne,"['french revolution', 'marie antoinette']","[1, 1]"
104920,Vizontele,"['comedy', 'history', 'local life', 'rural', 'turkey', 'cinema', 'cyprus', 'television', 'dark comedy', 'simple machines', 'turkish']","[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1]"
26710,"Welcome Home, Roxy Carmichael","['high school', 'small town', 'teenage girl', 'adoption', 'celebrity', 'coming of age', 'fame', 'homecoming', 'idol', 'independent film', 'misfit', 'puppy love', 'reunion', 'satire', 'teen angst', 'teenage rebellion', 'teenager', 'worship', 'clv', 'ohio']","[3, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1101,Top Gun,"['aviation', 'tom cruise', 'military', 'fighter jet planes', 'val kilmer', 'soundtrack', 'aerial dogfights', 'oscar (best music - original song)', 'navy', ""so bad it's good"", 'oscar winner', 'testosterone', 'fighter pilot', 'meg ryan', 'homoerotic', 'action', 'military recruiting tool', 'romance', 'cold war', 'repetitive soundtrack']","[40, 34, 22, 20, 19, 15, 15, 15, 15, 11, 7, 7, 7, 6, 5, 4, 4, 3, 3, 3]"
157809,Animation Runner Kuromi,"['anime', 'watercolour style']","[1, 1]"
145452,L'Insegnante Balla… Con Tutta La Classe,"['erotic movie', 'farce', 'gym instructor', 'teacher']","[1, 1, 1, 1]"
123190,Voices,"['fencing', 'high school', 'wedding party']","[1, 1, 1]"
75823,Combat Shock,"['agent orange', 'drugs', 'post traumatic stress  disorder', 'troma entertainment', 'urban decay', 'veteran', 'vietnam', 'violence']","[1, 1, 1, 1, 1, 1, 1, 1]"
148097,Soula Ela Xana,[],[]
186867,Vegan 2017,"['documentary', 'vegan', 'veganism']","[1, 1, 1]"
192541,The Graduates,[],[]
160968,Unfair!,[],[]
225159,"Psychomagic, A Healing Art",[],[]
61075,Elegy,"['nudity (topless - notable)', 'nudity (topless)', 'teacher student relationship', 'bittersweet', 'age disparity romance', 'penelope cruz', 'may-december romance', 'based on a book', 'romance', 'bgab lrc', 'toplist08', 'ben kingsley', 'clearplay', 'r', 'critic', 'cuban', 'hedonism', 'possessiveness', 'sexual attraction', 'woman director']","[4, 4, 4, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
86518,"Student of Prague, The (a.k.a. Bargain with Satan, A) (Student von Prag, Der)",['german expressionism'],[1]
125281,Vicki,"['film noir', 'flashback', 'investigation', 'waitress']","[1, 1, 1, 1]"
132253,Heathens and Thieves,[],[]
211638,Beats of the Heart: Roots Rock Reggae,[],[]
216404,Lázaro de Tormes,[],[]
100725,Which Way Home,"['border crossing', 'mexico', 'united states–mexico barrier', 'woman director']","[1, 1, 1, 1]"
130024,Siren of Atlantis,"['atlantis', 'queen']","[1, 1]"
192861,Corbin Nash,[],[]
52838,Year of the Dog,[],[]
187999,Fuss of the Fusses,[],[]
230561,On Pascal,[],[]
34336,Must Love Dogs,"['love story', 'john cusack', 'diane lane', 'chick flick', 'romance', 'dating', 'good romantic comedies', 'dogs', 'christopher plummer', 'dermot mulroney', 'elizabeth perkins', 'comedy', 'online dating', 'family', 'humorous', 'relationships', 'romantic', 'romantic comedy', 'children', 'computer dating']","[6, 5, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
160858,Symptoms,[],[]
263125,The Rangers: Bloodstone,[],[]
48713,Mr. Conservative: Goldwater on Goldwater,['dvd-r'],[1]
283935,Roger Waters: The Wall - Live in Berlin,[],[]
168284,Murder by Natural Causes,"['gun', 'partner in crime']","[1, 1]"
56286,I'm Not There,"['bob dylan', 'cate blanchett', 'surreal', 'confusing', 'music', 'mindfuck', 'surrealism', 'androgyny', '1960s', 'allen ginsberg', 'christian bale', 'nudity (topless - brief)', 'biography', 'r', 'actor', 'faked death', 'horseback riding', 'new york city', 'reporter', 'riding the rails']","[13, 8, 7, 6, 6, 5, 5, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
217266,The Bystander Theory,[],[]
272293,Wolfpack,[],[]
225387,"My Donkey, My Lover & I",[],[]
115939,Joulupukki ja noitarumpu,"['christmas', 'santa claus']","[1, 1]"
132368,Exaella,[],[]
169284,Nuremberg: Its Lesson for Today,"['international law', 'war crimes']","[1, 1]"
219996,Day of the Flowers,[],[]
275631,Rampe & Naukkis - Kaikkien aikojen superpari,[],[]
262043,White Sky,[],[]
280830,Her Birthday Present,[],[]
277032,Eric Clapton: Sessions for Robert J,[],[]
104312,"Mortal Instruments: City of Bones, The","['bad plot', 'cliche characters', 'cliche', 'based on a book', 'magic', 'plot holes', 'fantasy', 'lily collins', 'poor acting', 'shadow hunters', 'based on young adult novel', 'vampire', 'angel', 'blu-ray', 'mine', 'based on a best seller', 'based on novel or book', 'demon hunter', 'downworlder', 'shadowhunter']","[10, 8, 8, 6, 5, 5, 4, 4, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1]"
165551,Lion,"['true story', 'india', 'adoption', 'oscar nominee: best picture', 'dev patel', 'bittersweet', 'parental love', 'poverty', 'parting', 'australia', 'child', 'inspiring', 'emotional', 'missing child', 'garth davis', 'lost', 'nicole kidman', 'long lost relative', 'cinematography', 'different languages']","[24, 18, 13, 13, 11, 10, 9, 8, 7, 6, 4, 3, 3, 3, 2, 2, 2, 2, 1, 1]"
282863,Minions & More 1,[],[]
155469,Jailbreak,"['escape', 'prison']","[1, 1]"
158819,Debbie Macomber's Dashing Through the Snow,['snow'],[1]
129781,About Alex,"['coming of age', 'depression', 'school friends', 'suicide', 'wistful melancholia', 'college friends', 'dialogue', 'friendship', 'group of friends', 'nostalgia', 'relationships', 'reunion', 'reuniting', 'young adults', 'cast']","[3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
163222,Love Begins at Twenty,"['b movie', 'based on play', 'engagement', 'false accusation', 'family relationships', 'farce', 'fired from a job', 'gang leader', 'gang member', 'gangster', 'grindhouse film', 'gunfight', 'gunfire', 'henchman', 'henpecked husband', 'husband wife relationship', 'justice of the peace', 'lodge meeting', 'motorcycle accident', 'nagging wife']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
74370,"House of the Devil, The","['ti west', 'satanic cult', 'eighties', 'retro', 'suspenseful', 'atmospheric', 'slow', 'boring', '1980s', 'horror', 'atmospheric horror', 'eclipse', 'very little dialogue', '80s', 'babysitting', 'netflix streaming', 'brooding end', 'disappointing climax', '20th century', '911 call']","[8, 7, 7, 7, 5, 5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1]"
272457,Trinity Seven 2: Heaven's Library & Crimson Lord,[],[]
237063,Alice in Movieland,[],[]
88466,Broken Sky (El cielo dividido),"['betrayal', 'forbidden love', 'friends', 'new mexican cinema', 'homosexuality', 'narrated']","[1, 1, 1, 1, 1, 1]"
229881,The Adventures of Young Indiana Jones: Winds of Change,[],[]
224336,The Terror of Hallow's Eve,[],[]
291721,Surviving in Demmin,[],[]
244742,Runaway Car,[],[]
46115,Forever Mine,"['nudity (topless)', 'erotic movie']","[1, 1]"
156137,Jock of the Bushveld,[],[]
286145,"U2: Achtung Baby, the Videos, the Cameos and a Whole Lot of Interference from ZOO-TV",[],[]
162028,I Met a Murderer,"['brit noir', 'film noir']","[1, 1]"
280760,Um Caipira em Bariloche,[],[]
141387,Everything Goes Wrong,[],[]
1583,"Simple Wish, A","['brett northcutt', 'fairy godmother', 'kids', 'magic', 'wish', 'fantasy', 'martin short']","[1, 1, 1, 1, 1, 1, 1]"
907,"Gay Divorcee, The","['divorce', 'astaire and rogers', 'eric blore', 'dancing', 'aunt', 'musical', 'bd-r', 'clv', 'cole porter']","[5, 3, 2, 2, 1, 1, 1, 1, 1]"
101498,In the House,"['voyeurism', 'french film', 'lgbt', 'teacher', 'france', 'school', 'writer', 'french', 'dull', 'françois ozon', 'trite', 'high school', 'homework', 'homosexuality', 'teacher student relationship', 'teen angst', 'teenager', 'contrived', 'unrealistic', 'hitchcock esque']","[4, 3, 3, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
184493,Entanglement,"['suicide', 'adoption', 'depression', 'heart attack', 'quantum mechanics', 'suicide attempt', 'therapy', 'love']","[2, 1, 1, 1, 1, 1, 1, 1]"
153428,Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,[],[]
6442,Belle époque,"['polyamory', 'marriage', 'catholicism', 'infidelity', 'second spanish republic', 'disk', 'nudity (topless)', 'desertion', 'jealousy', 'love', 'lust', 'murder', 'party', 'politics', 'soldier', 'tango', 'sex', 'sisters', 'spain', 'faith']","[3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
212891,Bigil,[],[]
143249,Dark Star: HR Giger’s World,"['art', 'artist', 'portrait', 'woman director']","[1, 1, 1, 1]"
144378,Voice of a Murderer,"['basic', 'drama', 'flat', 'korean', 'linear', 'mystery', 'predictable', 'sad ending', 'thriller', 'true story']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
252910,Exterminator Seed,[],[]
169544,Brian Gaar: Jokes I Wrote At Work,['stand-up comedy'],[1]
165593,The Brave One,['bullfight'],[1]
182783,The Insult,"['libanese war', 'justice', 'thought provoking', 'middle east', 'cycle of revenge', 'xenophobia', 'complex characters', 'complex morality', 'complex relationships', 'evolving plotline', 'foreign', 'intelligent', 'intricate', 'kafkaesque', 'morally complex', 'nuanced', 'oscar nominee', 'well written', 'well-paced', 'courtroom']","[3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
5063,One-Eyed Jacks,"['1880s', 'abusive man', 'accidental death', 'ambush', 'anger', 'arrest', 'banana', 'bank', 'bank robber', 'bank teller', 'based on novel', 'beach', 'beating', 'beer drinking', 'betrayal', 'bluff', 'broken hand', 'buggy', 'buying a horse', 'campfire']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
127272,Nobody Knows Anything!,"['blue collar', 'grocery store', 'hollywood', 'independent film', 'lawyer', 'los angeles', 'mayor', 'prison guard', 'robbery']","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
98619,L'instant et la patience,[],[]
2313,"Elephant Man, The","['black and white', 'atmospheric', 'david lynch', 'melancholy', 'based on a true story', 'melancholic', 'stylized', 'depressing', 'historical', 'anthony hopkins', '19th century', 'england', 'biography', 'disability', 'imdb top 250', 'true story', 'deformity', 'based on a book', 'based on book', 'freaks']","[19, 18, 18, 14, 13, 13, 13, 12, 10, 9, 9, 9, 8, 8, 8, 8, 7, 7, 7, 6]"
118782,Fat Pizza,"['pizza', 'pizzeria']","[1, 1]"
137238,Submarine Command,[],[]
248932,The Codes,[],[]
235377,Master Spy: The Robert Hanssen Story,[],[]
254730,Catcher: Cat City 2,[],[]
209633,A Ilha de Moraes,[],[]
105353,"Dilettante, La",[],[]
278300,The Imaginary Doctor,[],[]
215377,To Your Last Death,[],[]
70423,"A Time to Live, a Time to Die","['taiwan', '1940s', '1950s', '1960s', 'coming of age', 'family relationships', 'youth gang']","[2, 1, 1, 1, 1, 1, 1]"
53519,Death Proof,"['quentin tarantino', 'car chase', 'great soundtrack', 'great dialogue', 'kurt russell', 'slow paced', 'kick-butt women', 'grindhouse', 'dialogue', 'stylized', 'classic car', 'rosario dawson', 'too long', 'stylish', 'cars', 'revenge', 'feminism', 'slow', 'disappointing', 'violence']","[45, 29, 24, 21, 20, 18, 16, 15, 13, 13, 12, 11, 10, 10, 9, 8, 7, 7, 6, 6]"
48059,"Boy Named Charlie Brown, A","['2d animation', '10/11', 'peanuts', 'betamax', 'bill melendez']","[2, 1, 1, 1, 1]"
235521,Hostages,[],[]
169290,The Cradle,"['curse', 'nightmare']","[1, 1]"
168530,El Hilo Rojo,"['infidelity', 'love', 'love triangle', 'marital infidelity', 'marriage', 'passion', 'woman director']","[1, 1, 1, 1, 1, 1, 1]"
242514,Evenings for Sale,[],[]
166005,La folle histoire de Max et Léon,"['goofy', 'journey', 'palmashow', 'ww2']","[1, 1, 1, 1]"
97306,Seven Psychopaths,"['dark comedy', 'christopher walken', 'clever', 'colin farrell', 'great cast', 'metafiction', 'sam rockwell', 'woody harrelson', 'witty', 'quirky', 'metafilm', 'atmospheric', 'serial killer', 'meta', 'movie about a movie', 'screenwriting', 'martin mcdonagh', 'extreme violence', 'friendship', 'violence']","[58, 29, 25, 25, 25, 25, 24, 22, 21, 14, 13, 13, 11, 10, 8, 6, 6, 6, 6, 6]"
173753,Hunter Will Get You,"['bounty', 'drugs', 'france', 'government']","[1, 1, 1, 1]"
128966,Gamera vs. Zigra,"['alien', 'gamera', 'giant monster', 'giant turtle', 'japan', 'kaiju', 'monster', 'sequel', 'spaceship', 'tokyo japan', 'turtle']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
65878,Edge of Madness,"['19th century', 'nudity (topless)', 'suspense', 'woman director', 'arranged marriage', 'nudity (full frontal)', 'rape & sexual abuse', 'trial']","[1, 1, 1, 1, 1, 1, 1, 1]"
289855,Sinner Take All,[],[]
3793,X-Men,"['superhero', 'comic book', 'marvel', 'action', 'sci-fi', 'hugh jackman', 'mutants', 'super-hero', 'patrick stewart', 'superheroes', 'genetics', 'based on a comic', 'based on comic book', 'adapted from:comic', 'x-men', 'halle berry', 'ian mckellen', 'anna paquin', 'famke janssen', 'superpowers']","[70, 47, 43, 41, 35, 33, 31, 30, 20, 19, 18, 17, 15, 15, 15, 10, 10, 8, 8, 6]"
207489,Pestalozzis Berg,[],[]
268648,X-Paroni,[],[]
186445,Some Things That Stay,"['coming of age', 'moving', 'woman director']","[1, 1, 1]"
168246,ISRA 88,[],[]
6695,Jeepers Creepers 2,"['school bus', 'monster', 'revenge', 'high school', 'premonition', 'farm', 'high school student', 'scarecrow', 'teenager', 'jeepers creepers series', 'corn field', 'small town', 'mediocre', 'teenagers', 'campy', 'cannibalism', 'suspense', 'unintentionally funny', 'father', 'high school sports']","[5, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
97254,Shakespeare-Wallah,"['india', 'theatrical troupe', 'bd-r']","[1, 1, 1]"
5644,"Pride of the Yankees, The","['baseball', 'lou gehrig', 'babe ruth', 'bill dickey', 'ernie adams', 'ludwig stossel', 'historical figure', 'new york yankees', 'sport', 'bd-r', 'afi 100 (cheers)', 'afi 100 (movie quotes)', 'sports']","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
124875,Jumpin' at the Boneyard,"['drug addiction', 'heroin', 'sibling relationship']","[1, 1, 1]"
186249,Acrimony,"['pittsburgh', 'divorce', 'drama', 'psychological', 'taraji p. henson', 'narration']","[1, 1, 1, 1, 1, 1]"
205967,My Young Auntie,[],[]
213255,Love,[],[]
275305,Snipers,[],[]
158992,The Captive City,"['tivo20', 'bookie', 'car chase', 'corruption', 'country club', 'divorce', 'doctor', 'insurance salesman', 'laundromat', 'library', 'mafia', 'murder', 'murder by auto', 'murder disguised as suicide', 'newspaper', 'newspaper editor', 'newspaper reporter', 'noir', 'organized crime', 'photographer']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
217431,Diagnosis: Death,[],[]
219533,Pick It Up! - Ska in the '90s,[],[]
124957,"The Foreign Duck, the Native Duck and God in a Coin Locker","['illiteracy', 'kidnapping', 'tape recorder', 'textbook', 'zoo']","[1, 1, 1, 1, 1]"
280964,Confidential Assignment 2: International,[],[]
77143,Caesar and Cleopatra,"['vivien leigh', 'cleopatra', 'egyptian', 'roman empire', 'boring', 'overlong', '1st century b.c.', 'ancient rome', 'based on play', 'based on play or musical', 'character names as title', 'cleopatra character', 'control', 'criterion', 'dictator', 'egypt', 'femme fatale', 'historical figure', 'invasion', 'julius caesar character']","[2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
290715,The Bread of Those Early Years,[],[]
186929,Viva San Isidro,[],[]
122431,Hysteria,"['amnesia', 'apartment', 'apartment building', 'blood', 'downward spiral', 'england', 'giallo esque', 'hammer film productions', 'hammer horror', 'hospital', 'knife', 'london england', 'model', 'murder', 'photograph', 'psychological thriller', 'psychotronic film', 'shower']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
135338,Letto a Tre Piazze,[],[]
230885,Really Love,[],[]
26796,"Heart in Winter, A (Un coeur en hiver)","['violin', 'french', 'music', 'classical music', 'love', 'france', 'longing', 'unrequited love', 'nudity (topless)', '01/10', '02/10', '03/10', '05/10', '12/09', 'friends', 'girl', 'obsession', 'love triangle', 'violinist', 'clv']","[3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
199175,Butterfly Kisses,"['found footage', 'haunting']","[1, 1]"
249174,Streif: One Hell of a Ride,[],[]
231275,Nae Pasaran,['chile'],[1]
99893,Sangre de mi sangre (Padre Nuestro),[],[]
254825,A Love to Remember,[],[]
139893,Tiny Times 3,"['drama', 'fashion', 'fashion magazine', 'female friendship', 'shanghai']","[1, 1, 1, 1, 1]"
81585,Strike Up the Band,"['musical', 'bd-r']","[1, 1]"
137,Man of the Year,"['homosexuality', 'independent film', 'mockumentary']","[1, 1, 1]"
177559,Suckerfish,['love'],[1]
204226,The Extreme Adventures of Super Dave,[],[]
164887,The Bunnyman Resurrection,"['cannibalism', 'riverside ca']","[1, 1]"
189047,Veras Mantel,[],[]
164224,Kalashnikov,[],[]
42208,Paheli,[],[]
174909,Logan Lucky,"['heist', 'funny', 'robbery', 'nascar', 'daniel craig', 'southern', 'channing tatum', 'adam driver', 'feel good', 'blue collar', 'comedy', 'prison break', 'prison escape', 'south', 'hilary swank', 'north carolina', 'west virginia', 'mine', 'game of thrones', 'ensemble cast']","[29, 17, 15, 13, 11, 10, 9, 8, 8, 6, 6, 5, 5, 3, 2, 2, 2, 2, 2, 2]"
266618,Project Space 13,[],[]
213980,Tokyo Mater,[],[]
187395,The Milky Way,[],[]
223256,Turn the Key Softly,[],[]
122695,True Adolescents,[],[]
154804,Nostos: The Return,[],[]
257415,Out Of My League,"['illness', 'romance']","[1, 1]"
120382,Foreign Exchange,"['nudity (topless)', 'high school', 'masturbation']","[1, 1, 1]"
221953,Deep Blue Sea 3,[],[]
210863,Dolittle,"['bad cgi', 'preachy', 'unwatchable', 'adventure', 'animals', 'animals talking', 'anthropomorphized animals', 'based on a book', 'doctor', 'duringcreditsstinger', 'eccentric', 'fantasy', 'grief', 'hermit', 'queen', 'seen 2020', 'widower']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
156180,New Orleans,[],[]
2822,Medicine Man,"['sean connery', 'amazon', 'rainforest', 'cancer', 'rain forest', ""don't remember"", '1990s', 'aerial camera shot', 'amazon rainforest', 'ant', 'anti civilization', 'braless', 'cure', 'deforestation', 'doctor', 'environment', 'environmental destruction', 'environmental issue', 'exploitation', 'falling in love']","[3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
105803,Frankenstein Conquers the World,"['baragon', ""frankenstein's monster"", 'kaiju', 'frankenstein', 'giant monster', 'monster', 'octopus', 'radiation', 'scientist', 'godzilla universe', 'great beginning', 'nick adams', 'toho', 'world war ii']","[2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
270236,Satyameva Jayate 2,[],[]
162934,P & B,"['based on novel', 'based on novel or book', 'swindle']","[1, 1, 1]"
279786,Shopping Tour,[],[]
87562,"Prizefighter and the Lady, The","['prize fighter', 'myrna loy', 'bd-r', 'clv']","[2, 1, 1, 1]"
174811,Nukie,"['africa', 'african tribe', 'alien', 'computer', 'extraterrestrial', 'helicopter', 'independent film', 'missionary', 'nukie', 'nukie and miko', 'radio', 'scientist', 'sexploitation', 'south africa', 'space travel', 'telepathy', 'twins']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
239546,Killer Love,"['czechploitation', 'euro trash', 'exploitation film', 'sibling incest subtext', 'subjective camera', 'trash movie', 'vampire', 'white slavery', 'z movie']","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
251766,Through the Night,[],[]
279496,Russian Hackers: The Beginning,[],[]
94144,"Chance of a Lifetime, The","['boston blackie', 'bd-r']","[1, 1]"
159339,Returning Home,[],[]
117666,Easy to Love,"['musical', 'water skiing', 'bd-r']","[1, 1, 1]"
240350,I Am Somebody's Child: The Regina Louise Story,[],[]
124083,Honolulu,"['hawaii', 'musical', 'bd-r']","[1, 1, 1]"
53326,Them (Ils),"['horror', 'filmed in romania', 'french', 'home invasion', 'easily confused with other movie(s) (title)', 'original', 'scary as hell', 'psychological thriller', 'forest', 'night', 'romania', 'suspense', 'underground tunnel', 'psychothriller', 'thriller', 'intruder', 'new french extremism', 'not original at all', 'survival', 'writer: david moreau']","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
123528,Manpower,"['edward g. robinson', 'george raft', 'boulder dam', 'clip joint', 'power company']","[1, 1, 1, 1, 1]"
183537,Prayer of the Rollerboys,"['apocalypse', 'asian gang', 'b action', 'bioweapon', 'boyfriend girlfriend relationship', 'brother brother relationship', 'brother saves brother', 'chase scene', 'chased by a gang', 'child grooming', 'child uses drugs', 'corrupt cop', 'cult film', 'dead brother', 'dealing drugs to children', 'drug gang', 'drug lab', 'drugs', 'dystopia', 'dystopian future']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
201366,Haeckel's Tale,[],[]
178571,Men at Work,"['friend', 'iran']","[1, 1]"
1052,"Proprietor, The",[],[]
238284,Yoshino's Barber Shop,[],[]
138688,Control Alt Delete,['independent film'],[1]
192681,Love Under the Date-Tree,[],[]
52448,Goya's Ghosts,"['bgab lrc', 'biography', 'heresy', 'loss', 'muse', 'napoleon', 'rape', 'religion and supernatural', 'unwillingly pregnant', 'nudity (topless)', 'nudity (topless - brief)', ""memasa's movies"", 'period drama']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
166336,The Villain Still Pursued Her,"['disinheritance', 'drama', 'spoof']","[1, 1, 1]"
207359,Lucky Day,"['assassin', 'canadian']","[1, 1]"
66662,"Black Watch, The",[],[]
89043,"Classic, The (Klassikko)",[],[]
