movieId,imdbId,tmdbId
60314,57940,40630
171925,3896738,408439
35636,98453,25199
183843,6998518,460885
175973,5609734,434166
235137,852965,218208
275283,13846402,895659
266316,15553258,881211
218873,168912,49267
223005,1817232,594328
181547,6988208,480157
158621,471395,319632
185801,2263640,199573
3515,183503,49721
138454,1029364,348544
241936,470263,195643
171533,1567247,145051
254502,197274,207658
76060,1135525,34423
182145,23214,156465
155462,89139,139096
134122,63790,36530
205667,7962598,502086
290001,28552695,1158959
6644,91830,54898
228781,13297554,758530
201022,54463,78842
193755,4847546,353058
176001,1388432,36139
274231,8706988,582494
3407,201538,31336
208559,7564044,461513
225894,6268876,428967
272587,867286,59127
134002,52343,170277
272137,4975312,391262
192399,128801,76212
205447,9507276,553839
174143,335384,214472
83138,1395183,38409
145566,68193,30552
1053,117202,23223
149711,4161962,300601
6101,84335,15600
139715,3779300,348811
155094,91559,82124
195625,350777,239233
2766,168449,67323
117920,3091282,212843
159000,3815136,381071
283529,4186542,315364
286975,20259704,864120
288733,23469212,1145358
135611,400762,168501
109968,2409302,134350
193679,5264056,409547
1706,116490,293820
142498,2226309,101420
143108,229432,39793
185225,47561,261909
282653,30242,51383
798,116040,11228
126210,73597,288987
116493,2093270,227094
112895,2885364,185460
178157,2341444,192198
232193,207645,96979
186669,4680564,368373
207524,1318023,16886
142068,2866824,294086
282521,795381,171881
185787,107084,54817
140880,838192,60850
277558,1073143,260949
290117,14913250,925096
4630,97987,39002
163629,66818,86944
69489,65908,75015
126028,163558,71145
155241,75211,125129
186561,193662,355048
195099,245855,492669
64167,233044,12224
177593,5027774,359940
92343,76107,122515
163336,33396,96700
251422,14264844,807597
2436,120857,10368
125477,2359347,140166
178939,58326,80642
93721,1772925,80767
244826,5665630,519593
26741,102395,34376
226848,12444572,712167
3689,86129,19698
182533,99668,104407
120843,90490,125458
218813,6275002,606124
285981,17219484,1085103
192623,5449214,413600
134873,67133,89072
175519,5317914,393277
123757,60853,73832
148659,4553712,332827
210099,3138122,609189
230029,6082228,427143
131160,1242522,51880
165801,37588,195405
55681,94238,12646
272121,12264966,811596
153999,848596,82409
228049,67631,104942
100159,2023690,117974
199167,1977755,208989
186621,2951834,303760
32562,382734,21131
128107,189467,81825
224451,10369966,606462
177839,426279,6690
4455,120327,113271
7375,337697,11137
154886,306894,208947
165833,183717,3144
184315,5476182,444149
4166,251031,19513
183289,1568802,30510
234915,8829830,549514
268358,14308474,809778
184273,6315790,473044
282563,366255,305728
56350,34272,43798
55259,484562,2274
221086,253595,170431
151023,47300,218221
123609,79225,98130
125233,2375417,152130
132173,3318750,287587
204178,23410,190405
119826,74086,214051
116102,896955,253959
141930,4699624,346093
224399,460912,27896
285125,13434790,929453
146307,2474976,312831
168734,362454,85771
165871,473064,16766
279744,86103,409712
179935,3984112,329059
272441,56397,284756
77798,1179056,23437
182823,5519340,400106
228617,11668320,682589
48412,406816,4643
120833,1161064,20177
288569,3356268,246202
88250,1230130,62106
167158,3550768,278851
26170,61955,4191
250494,8368408,574060
147136,103168,50213
8900,66550,42600
254482,215495,82593
227785,12070904,726719
122766,2049511,121071
234843,11439556,587608
132446,3715406,284470
180763,2638900,334684
258855,757995,164792
114561,2387589,241261
282039,11436640,916712
247710,7786540,560766
269908,379782,385733
230107,3381426,387446
135599,897347,25329
260553,14675938,831329
107567,2421234,289336
140988,26762,130624
272447,10310074,682533
255215,14920388,846721
272255,13308110,944024
205397,3593120,288445
286029,5971474,447277
207610,8869978,550485
106468,87379,146455
85394,1664894,59490
125337,110340,70916
206729,2076223,99478
225679,100650,47223
150056,2248805,164366
289,110737,9058
141036,2217895,274820
134611,64542,46809
175273,5720450,401132
225597,6742074,195941
206327,114344,87700
278418,11969576,608236
183933,70326,59593
6300,236027,10180
155026,21197,96161
5986,68575,16993
221658,7718114,636322
233003,6539992,592643
285893,10269016,604134
180907,28255,218365
277974,15964308,934878
129988,211040,195367
269960,8296030,883083
54734,815244,10760
5104,103186,2441
229501,11197082,642224
174697,3899154,326446
164530,808392,211029
168148,337926,368103
219641,1375730,113668
171441,2368920,134990
72388,120244,70805
207906,26000,115771
132965,3077108,249916
198223,8250512,516846
185991,6883152,457775
155326,45700,315940
175753,4466894,423453
137535,65723,82667
178423,1294716,191195
189901,5486818,384321
135623,3532608,256273
166998,77438,115894
288499,16531614,1058622
182881,96455,123629
79254,1319569,61222
251094,84529,181619
175911,1176931,108331
127070,63764,49183
224845,11433874,655431
187049,4008392,282437
286871,22742964,983883
178739,353628,467075
275639,272063,104772
136275,86412,60038
175605,6014472,461053
70948,110377,121655
267416,4419304,373332
117494,115505,81244
199259,93114,25886
153596,151372,150578
223356,10374236,552365
287161,68574,301004
179021,234817,92702
266088,10899402,783546
268218,3481338,334053
203811,43027,59165
182531,41,144391
242938,7341406,479192
216181,8890158,635887
153278,971170,7274
211812,107574,90823
120590,30191,130452
153748,1776088,94540
248286,46799,33544
246678,411427,9047
140501,58241,85827
179361,5729870,408719
282095,15782570,887580
212211,11652902,634852
245314,7628846,568358
265460,7144666,756999
158998,98222,115386
80444,119329,148636
202077,92273,39900
236279,8076110,640561
103435,26046,120892
125459,100645,71200
116889,1236471,46217
235581,11258824,603258
220154,6173444,456446
112309,807028,31880
131984,91669,226728
182625,214585,191335
135825,1317478,38594
88812,1622547,62206
1218,97202,10835
233159,7805960,681235
197569,123652,50951
282211,1734133,289965
270228,4538010,385699
87647,1173907,23190
132327,59933,128614
124257,49696,65402
166056,126438,300438
239490,11080108,672647
27888,396271,51363
174023,95802,134201
207113,7892606,497323
196093,8041916,566182
230995,10298432,644325
146920,3841866,327383
148877,241446,105153
288415,4459982,364312
262037,2288017,270681
168256,94949,108110
5351,289054,44768
42013,267891,9927
182747,7058016,483755
178491,87763,91735
232995,5751588,400039
164949,5186714,375315
124255,48232,207746
195331,1169805,258123
147045,1828148,84106
272525,9419884,453395
58559,468569,155
286155,1509848,54682
26587,92337,
285621,21376876,1004678
196095,4867110,535437
190111,150505,18097
238008,353373,407829
208949,6423428,412738
269964,15334664,872402
82465,93286,49684
176997,2170584,467565
267330,464115,199353
148188,72785,93708
229945,5375466,381077
172253,95730,38966
93287,1053810,73937
165059,1371711,20784
7415,76301,42228
203797,104215,24227
83918,27690,112284
245258,7601480,529106
634,114658,36259
268184,1935093,509024
138486,1188988,15681
172453,187534,362844
225083,1584086,483138
176561,93980,98486
46098,459242,29138
289819,12962240,1128618
291164,15481802,1075969
191397,4078458,341010
184647,6591554,505199
277724,10961186,706528
144806,44452,256598
234757,8947352,547265
869,116745,22479
277710,2316756,154337
148677,4508712,371818
193551,1509137,138377
184561,5198670,385955
228275,391165,433718
235097,6850578,618386
108204,188135,186315
266190,10268550,665761
142226,3153582,331592
166395,3135556,299641
213143,6413410,435601
73668,906783,277622
206561,91588,204457
153608,60740,49782
166231,5284240,374247
3551,74860,10518
218067,8184766,586458
195683,3825698,371006
278236,10403420,663712
193855,247527,333202
123387,38606,144744
183359,50382,165915
8537,297753,11572
32464,101588,1772
107658,93543,14499
286381,93497,253792
199179,1590114,150298
183257,1782570,51073
174759,17372,189505
123882,262776,137491
5918,83542,40952
99640,1276947,324173
26038,52278,43137
180367,3416536,347866
155066,3395582,334026
136696,3503840,332976
124338,25740,43696
143537,1754780,287178
150682,2458412,257627
212337,6164698,469197
137455,1541123,110122
241510,9585676,656940
135846,426265,85702
144058,2251828,335724
176119,1563665,273279
135753,68161,49106
4249,246002,136558
207808,219064,88367
65770,772200,27440
84510,214529,35831
27343,243554,73952
208861,97966,209835
225567,1192371,190575
277568,13260630,998999
209773,3487610,537943
77357,1452291,36325
226584,9308410,682436
141769,105183,128634
27162,172543,13777
230063,169528,30533
232627,10187550,594500
164274,2011183,79779
215063,3985970,667766
178029,477311,17214
133091,67602,64630
262561,121444,471015
246062,7568068,475254
99305,1865425,98886
155372,3432552,347764
283505,831900,164431
173105,62159,3210
283617,860940,289332
199988,1748134,75013
289981,27688034,753091
211175,170181,31049
170749,52394,43144
141650,3636326,253333
73462,109739,20551
174605,1194607,20449
7252,56580,114046
158617,116739,40890
201727,7962932,539549
228881,11916302,681459
6084,84088,37917
219432,2983438,283873
125471,61173,102195
133175,313254,136215
249028,1010435,44728
255385,72677,194368
281624,13241704,742958
186999,6470762,452970
159996,20563,49317
2223,18876,35832
197367,3628574,340268
197305,2987718,495779
275585,12683198,745931
155466,40719,73983
159660,46143,25787
259865,14442328,848278
149602,1684928,70712
5381,62790,42193
178363,94351,74287
288641,14914988,1020376
251998,1126391,126149
277734,16563,184438
172677,405699,41957
262669,13113298,744278
1175,101700,892
209997,6324176,425408
4073,178642,18856
176861,4034208,348555
26123,58529,17696
263143,10613550,646079
7002,100151,48745
100559,23198,144465
222783,8523028,699519
114779,36704,63361
179201,6122540,421745
100131,1702016,94356
2767,120709,91076
204438,780621,24427
234301,5714216,
289077,77428,330045
5941,303933,13497
132764,78256,56177
45758,37859,30022
266124,10777102,585482
255289,11658120,726429
200022,70795,144662
191347,2077799,525594
58998,800039,9870
147899,1577061,32926
117502,38361,254138
283653,2704880,270857
155711,1678054,83907
192797,6859418,456165
270816,11876896,730057
160523,69266,40956
195749,8908006,558466
169430,4795692,348611
143647,4271918,359305
125656,3358552,242675
223316,84630,33145
278410,6687432,564058
167018,4501244,356305
229475,3016642,219292
278200,263792,450037
133101,61693,161648
199348,37197,60550
136855,2384022,316744
257457,1316056,680016
109313,328955,17684
7159,304857,47952
149747,4001992,337075
280916,5532160,361790
93916,165297,36228
79578,76252,39008
250654,56483,234516
176867,770798,75818
176143,2147597,98604
85226,1210071,25186
271479,8126436,529160
181603,6538102,457552
193119,6854248,491766
1969,89686,10014
282413,12850216,864285
147923,1532515,306464
214352,8574212,527436
289323,21245882,988078
132872,53850,81720
2104,84783,27332
196581,2089674,193796
163753,186014,372931
274575,7112582,735578
202856,807724,227662
129291,1921179,306293
149588,4779296,373976
272741,117740,434756
139821,202055,207649
118193,53889,266108
3851,251739,38548
132342,406941,38154
185123,1696181,85660
166665,6197028,426634
199017,8951058,551653
130217,42952,25548
58409,398237,29004
236859,2002868,262973
4403,53925,23439
83248,60380,30914
270102,10984580,913820
123087,67672,72032
2484,120095,296543
226512,142360,182921
158623,420046,226072
221626,6978268,475250
224741,9561478,741114
247980,1672614,45703
202908,99374,134570
123373,39055,87939
199027,95095,451938
172973,63554,189260
107669,2208272,128151
46970,415306,9718
5605,171685,29698
177037,7042082,462650
242644,46812,44867
1399,116999,9819
283281,13086492,926332
263161,14071882,806950
80264,38000,52337
190529,2095768,473749
176835,71654,37130
213978,477278,341950
178771,75633,20087
215347,97445,77674
126309,30933,180954
287437,6436620,920125
197365,7707314,543774
243384,9170758,562600
193633,8659050,543562
116491,2222394,180147
80695,390185,54416
171733,455663,74154
171777,74146,144726
196861,8647924,527251
291042,5712474,433763
275691,9179430,743563
160736,32179,46832
207329,3505274,338341
197285,66461,221244
206254,2108517,256404
129301,2852394,186970
173059,54691,22749
211079,6091088,475723
211864,950758,328044
285121,95398,181766
122381,111386,113210
164558,2753492,175791
217613,8555248,535805
157196,1726286,37048
168720,3828858,389272
228797,3072294,186835
122270,1724572,63339
176229,127948,49271
126080,241399,168202
262101,6243370,642694
154680,258850,45490
213425,424263,551894
199984,3615952,435696
156383,1370334,109606
194869,2245218,220639
5625,179098,31005
52742,42490,28304
242470,882782,43928
5958,282120,14317
225407,1260497,194659
177583,1884382,313802
243270,9350934,573644
229061,11245776,722926
172615,67398,176087
183467,6400674,472110
116789,73103,54417
282923,10580188,913740
154725,58523,42789
150678,2779932,234701
236007,2956344,282290
203675,83520,151717
268314,6722142,454013
245802,9438926,569833
99064,468683,64792
173563,355364,43084
150814,46351,76418
3381,117664,59939
197053,65892,96364
222324,5065346,375542
5291,42876,548
184285,1372710,41207
216635,3288558,305845
284535,3099736,178774
123079,221431,134803
181507,5447816,381033
288681,27726927,1134865
146932,1671496,73132
139209,204908,104965
133741,95441,71393
128305,1411973,128062
152192,5098128,365187
25886,35238,22387
280802,22042742,1019836
183261,1959347,87016
169064,2768766,211086
165127,4211312,364410
176989,437020,51493
166826,29948,411275
137898,41858,87194
3798,161081,2655
208203,7937168,542928
5821,312841,33251
195645,6214084,468274
173345,179955,60800
140365,3392330,252520
230173,6238528,478008
121326,62741,3483
124416,220569,91814
71029,1500516,23451
194706,4335954,500055
123443,99543,139464
180847,21276,101760
195819,4937208,374919
106877,1641624,58043
277230,13487922,767401
138132,100633,12638
132555,1501757,39185
266490,1003010,19572
266200,7428476,588004
274259,14400214,848553
112367,1220553,
143315,3705388,320028
264528,15579188,886883
135354,59218,158065
253180,3041932,268726
161230,38480,43473
189625,8343642,517582
6693,293685,178675
159686,864331,29798
114459,2238050,157825
86773,25791,120972
2037,75807,14612
118888,424934,20147
195479,6136188,467241
278780,13617580,854196
5340,65916,46691
196041,8744094,479001
186751,99097,63530
212034,4174926,565579
7274,73282,29473
140781,65371,121011
189219,2081255,92645
197727,6759686,476273
199081,6490394,463157
279718,12844586,1026377
289241,14342018,890203
210967,51081,207853
212897,7206654,469071
124671,112423,144094
185347,7273648,457859
67980,79168,21376
154468,3173910,251626
188525,6186442,470432
210159,8664988,574982
164266,2194988,218850
131664,97528,192452
224022,11281142,613339
195109,3180446,386585
196895,6476140,452832
135995,1087517,16116
8808,368933,11130
211512,59909,85246
215859,8949410,548756
140261,3455740,277847
123687,46223,171878
96689,477065,16640
69957,100624,123777
194594,343014,120949
155002,122629,113597
184483,320241,176277
124587,1466067,62078
278464,230802,568034
37380,419706,8814
103827,792988,120393
239496,322084,266555
206949,9358228,566236
116265,1894561,105528
104809,47348,37463
274027,11871074,881764
6912,34409,28658
2038,77305,19378
137262,485061,202960
134575,3374966,239877
58975,963794,11152
101606,1708537,77880
145376,277044,68494
135310,45910,177973
252980,421539,16188
158226,35853,121128
130766,102806,55809
212835,1974366,588690
152465,1152403,44548
276967,33605,236541
117366,1078931,23515
264964,225508,105327
200818,6146586,458156
267798,4925028,390606
146660,1831829,62796
181409,2445418,489645
236193,7080422,523366
1104,44081,702
36799,400063,16374
77846,118528,12219
571,111709,53185
2702,162677,10279
108306,35807,118011
120200,2710368,224903
161058,1127886,98644
101158,1518809,85039
73133,1185384,41886
288585,13514636,1115091
146724,97038,81274
194164,103270,86492
253982,3315174,346127
166627,342036,25021
240490,8955940,786532
137132,1238293,126302
82982,32946,80054
275839,8108206,523278
176713,342443,44551
224907,10749786,618245
199496,6704880,479520
181371,1808641,75827
110671,1327702,202183
179809,4076926,333033
289169,6879446,457332
92457,69988,230361
140385,113330,35178
136680,2784134,335077
61071,1018785,10188
287165,19853258,1058699
134589,3311588,253267
7230,60980,21779
4436,74991,4780
184519,79677,167554
271417,12695260,760299
175799,121922,70573
214106,110873,124485
211125,3989744,353760
207908,2401196,139828
201234,451160,17080
50821,60168,56165
113470,3564534,
162400,1754898,144421
205797,7307318,512119
8495,204137,9791
187675,68159,250804
172459,5431600,425931
178127,4520270,477310
155010,62249,116614
171257,67669,246719
169682,5032468,443007
141371,1483385,20044
154126,73320,272967
196883,7959898,549321
220584,1150945,26017
209115,101283,146255
123411,52013,50697
186357,81363,51178
139845,1649328,156896
278046,14592998,826680
258273,265787,73973
5657,99581,12719
239362,9069116,785614
124865,2390994,261823
183815,7608028,485774
94777,1409024,41154
1981,97388,10283
287751,10847812,886828
165937,4682786,345920
190177,5783476,390066
121867,38245,259593
287771,17202164,1081662
159544,86868,50433
252154,7277234,830073
59590,1047007,21182
133659,79777,108061
286261,21378744,1005299
194226,7843026,546837
127040,58089,1871
180689,93239,117233
46108,456899,8443
139990,126443,38312
50572,373445,12183
86841,1186371,32654
211127,10871460,615137
276127,15115714,927602
50440,772193,4283
211207,4832248,451088
187555,4170186,339043
172747,101943,143380
184847,146836,320540
284489,11145118,677179
113551,17735,92972
287433,15738508,1007535
208120,4693588,589978
194879,956208,22510
192187,348591,18371
1574,119098,37567
80337,1333117,55063
264039,12444440,712152
264253,154004,222054
149296,5016028,373481
127220,96523,52286
6450,50490,37103
283197,831297,153432
164342,62096,268853
214832,321175,127465
284665,11295396,1026938
8917,372588,3989
220642,2292707,38229
192141,4702552,351777
26007,48752,36439
259355,4049956,290550
54908,804540,2335
169502,5981110,427409
188115,2065015,79345
276927,116081,78496
205595,53578,175061
195371,8918042,471970
147936,185534,104515
152310,4699592,359154
224847,53961,117429
212106,164954,642468
208569,5747692,400875
200316,5673714,481942
94350,37946,242621
269440,1997399,67415
196819,4622340,338103
149622,3907790,315319
287453,16951452,1114590
1257,88794,13667
163945,4334720,308704
129217,274082,264589
185429,5665452,403068
8998,72272,33740
247776,1242749,694994
175353,5943940,465044
226222,1980056,222544
5739,223250,15904
185605,5251438,382512
180075,6108612,423966
107713,1341746,72123
179209,1718763,298095
152226,3024324,371003
27277,216417,16874
150441,48188,83119
231545,8356394,681940
170675,64074,26509
2682,164085,62676
244460,9202550,638045
193829,188518,23751
139781,2023438,109695
199151,103967,250022
210949,4643034,459232
106111,3004634,226632
2312,90830,1890
73989,99397,41787
186969,165107,49136
211946,10818092,576987
149986,1301308,132561
160930,46674,82768
26365,74559,10640
8168,87622,11417
152793,79148,61040
181829,227853,374593
123804,45958,109239
7314,301777,20032
4914,53472,269
292389,1621766,137695
121579,73609,112481
266140,12354886,706712
251818,41627,193372
46258,29217,25563
272945,4109756,494442
142564,461857,38977
144698,2245003,290762
5655,82362,74899
138796,1977087,172390
135789,1836912,69785
179897,19267,36260
188657,1438466,67774
107700,1356790,171910
5764,82677,21874
275779,10699086,715765
3734,82945,32047
36850,95403,10753
3457,127349,37722
252580,3491336,296682
190607,8167872,522393
166293,490518,262831
6046,71334,55909
237252,426315,430981
6827,110169,33783
4785,63032,9028
280512,11877386,693349
3180,196857,20761
54780,489237,12435
183793,6853910,498656
229783,112835,350058
219286,11620786,664392
44022,438097,950
194440,8031422,523849
162,109508,26564
169198,4686862,357424
225687,203667,18875
124504,107962,91548
145360,90788,30879
219687,8267204,486943
39449,387514,2313
270664,8588414,747546
152575,82813,67740
172461,6714534,448448
94128,75885,86727
156029,435638,287717
157885,380419,173587
127989,1543701,110555
85624,1801038,593548
1253,43456,828
151579,63478,181043
220110,97354,263034
102716,1905041,82992
153546,833561,46432
144676,2140671,134812
91028,51016,43252
2355,120623,9487
181655,5845946,464858
100536,24651,166918
162562,36534,137595
267546,6958760,479607
258499,2436328,146899
206075,119087,273046
80454,1428453,60678
281778,4123448,466956
137092,110313,63242
254792,3384876,174863
215365,4693840,683875
153648,50987,72214
124883,46240,96876
158294,464071,69635
199121,1664704,75463
174449,6267458,429713
263221,13266998,821792
280456,14636190,828900
198043,156531,224658
168536,196502,127021
183723,2120843,86380
138162,72260,87884
291871,27795356,581395
230819,8697454,759226
121463,2046090,111443
59105,963208,12179
169584,5038776,360408
261573,292236,77321
127660,38327,146783
161840,21793,116846
199153,104556,77249
194855,40689,63583
26616,94888,11513
69487,51362,170477
44597,57697,37939
2237,119934,22256
139034,2807624,226702
111704,51519,46615
81250,45471,98364
189471,6342110,523900
245450,5424590,454163
60376,911010,33588
189863,6576556,454693
155086,1609168,37941
209937,8296622,517667
42150,307913,22014
192559,2119543,463821
129767,70553,260912
284999,21078040,978399
153566,99384,28389
174153,131934,49275
155181,2093991,301348
169262,433985,9551
181759,68981,40570
286869,21305876,950891
3471,75860,840
191189,158446,62097
215657,5247192,408540
120480,97991,42012
124909,29010,43859
184245,78090,110775
64930,36172,80616
5993,290210,13560
193946,6684884,483411
276407,14263856,990982
93443,1456635,74387
149741,4935282,352200
5198,81070,14807
142034,791338,126832
150912,75831,113021
154824,2323264,128061
215927,8011328,505906
220532,8108200,535144
263,110296,49980
222312,6744860,381094
260757,13219556,724972
288595,12832900,835459
79132,1375666,27205
251918,9783876,586653
267212,13438734,763148
26433,79815,15717
202327,1480652,293182
110090,96952,42552
5883,283632,16028
142168,2452384,169794
152621,45880,225244
40494,103337,60409
240818,9377332,773409
122427,56601,146852
168770,1138478,105454
100540,2446192,160220
276473,7050082,492192
171611,4849438,350312
110387,2390962,209799
192487,7973916,527427
179255,82299,76520
213395,77850,39245
5509,303356,30586
211536,260822,338278
195027,105073,9897
275147,40110,480914
184571,6186970,492223
130366,71377,253350
232249,10251538,605735
289863,7650378,485219
239516,209464,54631
132898,124899,89315
3536,171433,4967
145765,97270,37055
116221,114759,50114
140475,106689,20435
122906,1825683,284054
143502,96009,88655
122226,39053,256392
179307,6213994,476755
134546,3877092,332439
123343,57988,138642
184183,903003,89322
211844,308932,503290
171243,89539,64494
47525,418832,14174
139159,1483820,55951
134451,87966,58614
163891,27862,263388
184487,1609807,46206
151443,474361,87943
232427,12095032,679683
114754,62957,28690
171837,1262969,163551
282253,11696276,913604
74226,105438,94706
279684,14661276,1032124
273411,87681,55976
190969,5957630,414238
163759,150789,43422
191775,211946,30508
226656,1823120,184053
246702,193853,211811
148638,7338,342831
200196,7618184,526090
123000,20081,246292
125393,46239,46193
241552,14033416,795818
185845,6350304,440355
278316,100921,374449
122639,35103,109933
157186,4300480,375572
126158,887887,13734
107901,446463,14432
202353,9379674,569505
36517,387131,1985
124450,28966,78537
153216,330212,121740
74154,1185416,13477
141251,4512714,354544
135593,349333,74481
78381,82088,42139
133786,71309,2392
143996,71828,262434
156718,4991384,372226
128195,74592,252735
278064,20168564,601796
286681,92828,126194
5024,242795,27099
185965,5326520,475408
263083,9598492,804013
243334,11199856,645389
168128,2650642,160165
181645,114004,137847
149786,215681,9375
144390,1483421,44133
248976,10011362,597598
227060,2019999,75798
2311,86837,4437
59037,811080,7459
160622,95911,46571
260465,5679536,411730
2516,109415,25749
172457,332344,164144
180133,3531176,465550
58722,73373,19333
151299,202572,127246
180815,40665,43446
229901,1360826,46252
282267,69665,90787
148675,4843046,369879
196689,643110,319315
7920,75936,14262
248832,13321268,781188
165961,465967,33534
152093,2243260,287284
116845,3784160,294959
279808,21820452,1013776
174673,301345,124310
210655,71791,104116
131730,88195,85598
91054,35665,125249
54193,772157,13337
210259,51767,177294
1010,64603,14136
276993,138562,456746
134077,70262,38359
84395,1161864,48171
268928,91827,96163
220856,183881,82126
171559,5529120,424322
110769,163563,25951
92841,795441,16564
146208,77610,72111
190777,2370138,430099
188073,457031,440639
117889,2499818,204965
5156,66830,42517
64231,450314,13056
219525,138078,4242
169294,6438096,438137
151121,23807,343790
281348,23473184,1046532
124615,37149,99567
236607,77382,28381
158024,1927012,176915
218623,3592904,412452
6713,291350,33320
251184,9766814,825824
82671,461894,481
281896,14954534,729120
270180,10189300,627087
128762,71449,5602
198071,7851798,572039
188121,254782,14493
