userId,movieId,rating,datetime,has_metadata
185720,8368,4.0,2020-01-23 21:50:07,
144731,377,3.0,1996-08-23 13:26:54,
30570,1,4.0,2015-05-26 03:54:38,
157195,27773,4.0,2010-08-28 19:02:00,
61771,54503,3.0,2020-10-02 03:51:57,
146,317,1.0,1998-06-18 13:41:58,True
169810,56587,3.5,2013-03-15 15:54:25,
59309,1251,3.0,1997-11-19 13:55:23,
112389,38798,3.5,2014-06-28 19:14:43,
99249,110,3.0,1997-04-29 00:20:59,
74758,5816,4.0,2022-08-12 13:23:58,
54185,185,3.0,1996-07-17 16:26:11,
146970,48780,4.5,2014-11-25 16:25:45,
40965,786,3.0,1997-07-16 17:12:48,
91752,1302,4.0,2001-04-26 01:28:37,
197716,5690,5.0,2022-05-14 13:21:27,
94216,56152,4.5,2016-05-09 17:26:33,
149521,107141,3.0,2021-02-15 04:38:07,
161502,2038,2.0,2001-01-03 11:43:46,
36270,2541,4.0,2023-02-11 07:21:29,
142448,95558,2.5,2022-11-25 21:10:13,
122681,2105,2.0,2000-10-26 15:45:37,
181006,805,4.0,1999-12-21 03:24:15,
79163,1997,4.0,2007-05-27 14:25:31,
46386,1479,2.0,2001-01-21 23:57:38,
193210,47719,4.0,2014-03-17 19:23:12,
192723,1769,2.0,2000-12-29 23:18:36,
178868,5264,1.5,2023-04-16 05:30:30,
40272,2149,2.0,2003-04-02 18:00:52,
16694,1485,3.0,1998-07-17 20:12:50,
55653,5315,3.0,2003-08-06 19:16:25,
40190,497,5.0,2002-12-25 01:34:03,
170762,3093,5.0,2015-09-27 16:59:28,
16834,4246,0.5,2015-05-26 13:04:02,
73208,141,3.0,1999-11-09 13:44:47,
115364,33669,4.0,2023-01-10 17:16:11,
49299,91630,3.0,2020-10-25 21:57:00,
149142,202519,4.0,2020-05-15 16:40:08,
194033,52281,4.5,2013-12-26 18:15:54,
21621,3046,5.0,1999-10-30 23:33:32,
190981,762,4.5,2016-01-01 23:49:58,
63250,279306,3.5,2022-11-11 18:08:08,
173629,587,2.5,2004-02-16 02:09:06,
65162,1801,2.5,2015-12-29 18:12:16,
7937,201166,4.5,2019-04-18 10:39:00,
67513,198153,1.0,2020-07-21 15:41:16,
40240,10,2.5,2005-06-07 22:59:24,
111764,202439,4.0,2023-03-17 20:44:19,
138226,2968,4.0,2000-02-11 04:15:46,
179066,43396,3.5,2007-05-11 13:22:48,
191641,72129,4.0,2016-09-02 13:02:43,
118292,785,3.0,1999-12-29 23:56:26,
10692,1080,4.0,2001-08-10 20:41:16,
50417,104457,4.0,2014-05-19 14:46:36,
4462,89570,3.5,2022-08-16 10:47:53,
44906,6659,4.0,2008-09-25 00:43:57,
75858,1198,3.5,2006-12-05 21:32:34,
53687,111,5.0,2000-04-07 16:54:43,
116907,50160,3.0,2020-04-30 14:59:56,
42240,48,3.0,2009-10-17 22:11:12,
3099,3534,2.0,2001-01-22 00:05:10,
175379,63194,3.0,2021-02-06 15:39:30,
180729,1120,5.0,1999-10-20 15:31:04,
142693,14,3.0,1997-02-08 21:18:58,
51340,110,4.0,2015-08-17 05:55:21,
193896,60950,4.5,2016-02-07 18:09:57,
102440,5254,4.0,2002-11-07 07:28:57,
60211,44,1.0,2009-05-26 08:10:47,
57346,3093,5.0,2016-10-19 03:06:51,
53809,6708,3.0,2020-11-16 18:34:39,
22222,2948,4.0,2004-03-10 04:01:40,
155086,1093,0.5,2006-12-17 11:39:38,
154890,1193,4.5,2008-10-29 00:22:12,
99131,1517,4.0,2011-01-06 21:25:50,
155187,2762,5.0,2006-07-07 23:02:27,
49050,1200,5.0,2002-02-11 05:50:32,
176131,80463,3.0,2021-07-31 03:11:15,
86753,93840,4.0,2021-02-05 01:15:07,
125694,1610,3.5,2008-11-19 06:13:28,
82430,5903,4.5,2004-02-22 20:13:10,
90140,4474,5.0,2001-07-06 01:28:30,
48860,628,3.0,1996-12-18 17:55:13,
58272,3801,4.5,2007-09-06 00:08:53,
197637,3408,3.0,2008-05-22 14:24:30,
101890,1221,4.0,2009-08-13 22:52:41,
22131,480,3.0,2001-10-13 08:39:47,
55848,84152,3.0,2018-02-04 07:52:37,
143888,432,4.0,2017-01-10 20:01:11,
66254,196417,3.0,2019-08-11 20:09:26,
87493,5502,3.0,2007-05-07 11:46:27,
183692,7153,4.5,2010-12-05 20:41:43,
24027,176419,0.5,2023-06-12 02:42:32,
162843,3396,4.0,2003-02-27 21:58:05,
77376,2687,5.0,2017-06-02 02:05:43,
187997,1025,4.5,2005-07-26 02:10:15,
156170,457,5.0,2007-02-04 21:21:24,
155828,6379,2.0,2011-03-16 07:28:59,
167698,110,0.5,2021-05-01 03:12:24,
167545,48982,3.5,2021-02-05 13:55:22,
48490,527,4.0,2013-10-28 11:26:18,
198515,8016,4.0,2005-05-07 13:09:01,
171251,65261,5.0,2009-12-30 22:26:45,
26485,5791,4.5,2004-02-16 23:57:41,
178459,585,3.0,1996-07-29 17:57:26,
148821,2456,3.0,2010-03-15 18:33:37,
83955,608,4.0,2000-08-18 12:33:48,
102089,2084,3.0,2020-05-03 06:34:56,
47275,4306,3.5,2017-10-19 17:52:41,
116777,5945,2.5,2007-10-27 18:25:22,
117856,2917,4.0,2000-08-03 22:57:08,
75242,464,1.0,2000-03-20 22:17:08,
193403,6356,3.5,2005-10-04 16:12:59,
135555,551,2.5,2016-11-27 01:45:23,
185277,135133,4.5,2020-04-13 11:34:21,
11864,1517,3.5,2012-02-18 03:43:15,
112770,300,2.5,2005-03-26 07:37:29,
133438,103249,1.5,2016-03-25 21:14:36,
71772,187593,5.0,2021-03-10 08:10:27,
169188,2858,4.5,2006-10-19 05:03:19,
176044,1215,2.0,2004-10-13 17:22:43,
171886,72998,4.5,2009-12-22 07:18:11,
178750,65577,2.5,2009-07-23 07:52:26,
31474,1215,3.0,2003-01-11 06:10:30,
182043,3490,2.5,2016-10-23 18:50:45,
108335,1580,4.5,2007-12-26 20:05:13,
91137,44199,5.0,2023-03-25 06:45:29,
74595,1085,3.0,1999-12-13 22:45:06,
79489,8526,2.5,2009-03-23 13:09:01,
69592,4016,2.5,2005-03-29 00:19:00,
134402,920,5.0,2001-07-07 18:25:33,
141957,1207,5.0,2017-05-11 05:21:17,
6210,256,2.0,1999-10-15 15:29:56,
47255,2539,4.0,1999-12-15 02:31:29,
89447,79132,3.5,2017-03-19 19:34:30,
49833,58,4.5,2005-11-08 01:48:25,
40530,2571,2.0,2017-01-21 03:20:38,
168631,1425,3.5,2005-06-04 06:08:37,
91624,1353,4.0,1997-07-07 18:00:19,
93961,35836,2.0,2009-06-30 12:32:38,
60652,587,4.0,1996-06-26 18:33:54,
18406,5010,4.5,2017-01-21 08:47:25,
95977,6377,5.0,2009-12-02 22:29:40,
143978,1907,4.0,2000-05-05 00:23:48,
163027,1077,4.0,2000-08-11 03:24:40,
12051,908,4.0,2008-12-20 23:18:13,
39221,67734,3.0,2010-06-15 22:35:37,
141039,2193,3.5,2016-01-02 05:04:53,
160503,91286,4.0,2020-12-07 02:45:57,
57123,377,2.5,2011-01-01 17:47:49,
118485,457,4.0,1996-08-25 18:31:07,
150694,1080,4.5,2021-02-07 20:18:40,
135111,2959,3.5,2020-12-02 08:23:05,
49635,115149,1.5,2019-10-26 21:28:42,
18624,2410,0.5,2017-05-05 01:13:56,
21915,2329,4.0,1999-12-12 05:13:07,
191587,3593,1.5,2010-12-28 23:48:51,
83519,4011,3.5,2005-04-02 03:46:31,
150866,59315,3.0,2021-01-03 17:24:34,
151328,53788,3.5,2011-06-03 13:48:04,
93048,1881,1.5,2018-08-22 20:53:15,
83272,6100,3.5,2003-09-23 22:16:55,
10297,2396,4.0,2002-01-22 22:21:04,
80038,168722,3.5,2018-03-26 21:23:19,
175325,64923,3.0,2019-09-04 20:16:07,
97764,1387,3.0,2001-11-25 22:25:13,
49729,541,4.5,2007-09-16 22:00:59,
2953,3527,4.0,2000-05-22 16:46:37,
21419,107406,3.5,2022-06-11 04:50:29,
19706,1653,3.0,2002-09-23 20:31:57,
199654,8368,4.5,2006-01-05 15:04:57,
8588,1552,2.5,2016-06-25 05:16:50,
144273,2396,3.0,2003-05-27 02:40:17,
198590,435,1.0,1996-11-24 20:38:22,
49031,919,5.0,2005-03-27 09:34:17,
79412,5810,4.0,2012-10-06 07:13:09,
190665,1220,4.5,2004-03-31 06:07:47,
107103,99114,4.0,2015-08-17 02:13:57,
186078,8340,4.0,2005-03-24 01:16:29,
189561,2567,2.5,2004-08-31 20:00:24,
181618,2628,2.0,2017-03-29 16:10:32,
99667,6377,3.0,2008-02-27 21:11:58,
180441,2081,3.5,2015-02-07 00:34:38,
160023,3359,4.0,2003-02-10 02:39:53,
93395,587,3.5,2011-08-11 00:48:22,
147878,60069,5.0,2018-11-25 22:34:07,
111154,6856,2.5,2016-01-31 19:50:57,
20295,8934,0.5,2004-10-17 14:47:27,
114689,4262,5.0,2015-12-05 02:51:16,
106929,7317,4.0,2015-04-18 16:30:54,
16567,380,3.0,1996-09-22 08:45:39,
150789,176567,3.5,2021-02-27 20:47:04,
168769,56174,4.0,2008-06-12 19:56:02,
85233,551,4.5,2003-08-21 11:08:06,
191040,81591,3.0,2016-04-03 17:20:00,
51801,80862,2.5,2016-05-26 21:34:18,
91505,1199,3.5,2004-08-15 16:23:35,
165157,3147,4.0,2005-10-30 09:34:37,
76230,4438,3.0,2020-05-18 01:58:29,
73525,3418,2.5,2010-12-05 20:35:28,
39728,5872,4.0,2020-03-28 18:55:42,
57717,87234,4.0,2016-01-27 10:58:33,
43137,44022,2.5,2009-10-02 14:01:50,
119598,74458,4.0,2021-04-06 15:11:29,
29911,431,5.0,2003-02-09 14:24:29,
85387,6365,4.0,2023-01-11 19:23:55,
72967,593,4.0,1996-07-19 10:53:34,
296,6874,3.5,2005-01-27 00:03:32,True
193919,708,1.5,2005-04-02 03:06:48,
54807,344,4.0,1996-04-23 11:28:02,
34036,216,3.0,2020-08-26 08:27:41,
9831,96832,3.5,2017-01-14 10:49:29,
160769,77561,2.5,2016-04-16 06:33:24,
2212,1950,5.0,2005-12-31 21:42:01,
146744,7022,4.5,2013-06-30 19:04:06,
61231,1653,4.0,2016-05-03 05:44:07,
148060,2605,3.0,2001-03-29 04:05:50,
73497,1343,2.0,2016-05-28 21:57:12,
4073,1036,3.0,2001-12-09 02:27:42,
138884,1036,3.5,2003-06-20 20:24:28,
13310,1197,5.0,2000-07-06 22:40:51,
88952,4361,4.0,2019-05-12 16:28:06,
161590,41566,1.5,2018-07-09 12:50:29,
118220,1203,4.0,2001-11-24 05:35:29,
134925,1196,4.0,2001-06-16 06:31:42,
69603,6934,4.0,2010-10-12 00:20:06,
38531,6986,3.5,2004-01-29 23:05:06,
98620,6365,2.0,2005-05-24 18:21:19,
87928,2918,4.0,2009-04-08 03:53:50,
118718,5388,3.5,2018-03-30 13:07:48,
123055,40966,3.0,2016-04-30 19:51:12,
191332,4367,3.5,2017-08-15 21:25:30,
170504,1089,2.5,2006-03-18 06:53:26,
5579,5349,4.5,2020-07-28 02:06:24,
17110,91500,5.0,2016-04-16 12:17:33,
45636,339,4.5,2007-01-16 21:03:16,
115635,2772,4.5,2009-07-01 03:43:01,
28371,135141,3.5,2018-04-22 17:41:09,
112144,2567,4.0,2000-11-20 05:30:34,
194252,663,3.5,2004-09-21 04:16:39,
7812,2987,4.0,1999-12-12 02:46:37,
69579,68157,5.0,2018-08-11 17:53:22,
10241,2987,3.5,2006-12-06 16:20:10,
174317,109487,5.0,2018-02-09 12:43:40,
118958,3703,4.0,2002-08-06 18:08:00,
78394,190749,3.5,2020-06-01 04:58:17,
61913,1320,2.0,1999-11-16 12:37:48,
47384,31184,3.0,2019-08-24 05:05:47,
151921,97304,4.0,2017-12-05 06:07:27,
43197,1704,3.5,2005-06-27 19:07:00,
162740,11,4.0,1999-12-31 08:46:29,
80618,64622,3.5,2015-11-29 00:34:39,
50375,87222,4.0,2015-12-05 04:56:33,
107560,7107,4.5,2005-05-06 19:36:34,
78471,45517,4.0,2017-06-30 18:23:15,
7466,3146,2.0,2004-07-21 20:22:53,
146419,3767,3.0,2001-10-05 19:56:21,
198926,2706,3.0,2011-01-25 09:06:57,
109527,6793,0.5,2012-12-05 21:58:24,
105792,235,5.0,1997-07-09 10:09:21,
75542,79091,2.0,2021-08-08 07:41:32,
118419,5686,1.5,2022-09-20 11:44:48,
138921,4992,1.0,2003-02-14 16:54:39,
147214,3996,5.0,2010-07-03 17:58:53,
177068,25828,3.5,2006-03-19 04:14:53,
27143,5060,4.0,2002-06-02 03:57:39,
71723,5526,3.5,2008-10-14 10:58:12,
69728,5989,4.5,2019-04-03 00:49:36,
73801,69406,2.0,2020-09-06 16:16:27,
137756,936,3.0,2000-05-09 20:44:55,
199392,3452,4.0,2023-07-24 15:17:12,
187070,202057,4.5,2019-12-23 10:45:11,
178022,270526,1.5,2022-05-28 02:30:46,
55972,58655,2.5,2016-05-05 01:44:35,
78330,3334,3.0,2013-04-15 01:52:39,
101611,29,4.0,1997-03-09 19:19:24,
176513,42009,2.5,2015-11-21 13:27:17,
23615,2799,1.0,2000-08-11 07:58:20,
57442,79684,4.0,2018-08-28 14:27:43,
157613,3300,4.0,2015-04-30 09:46:47,
143886,54001,3.5,2021-04-30 17:17:18,
25877,208,3.0,1996-11-27 07:17:26,
191520,7323,3.5,2017-04-29 14:49:40,
97980,1091,4.0,2020-11-16 18:12:30,
69965,1219,4.5,2006-09-17 19:08:56,
132627,122906,3.0,2018-06-10 19:18:08,
76395,2918,3.0,2006-02-04 19:05:17,
84236,2431,3.0,2009-05-23 13:38:28,
47231,5864,3.0,2003-06-01 06:14:56,
5119,3062,3.0,2005-06-15 21:40:02,
198869,1678,4.0,2000-02-03 19:07:35,
141513,1035,4.0,2008-08-12 06:19:51,
174043,1,4.0,2019-09-20 00:55:27,
43084,594,3.0,1996-08-12 14:05:50,
151029,2763,2.5,2005-06-24 02:59:34,
83787,1391,4.5,2017-06-22 16:30:55,
115627,1057,3.5,2007-04-20 12:31:24,
187828,74510,1.0,2021-04-05 22:17:46,
57719,111443,4.0,2021-01-17 23:25:13,
60723,4226,3.5,2020-04-22 03:03:07,
111954,27801,3.0,2010-09-22 02:24:28,
163908,68237,4.5,2015-06-19 11:48:21,
38303,2925,5.0,2005-07-11 22:22:35,
70324,8784,3.5,2017-06-20 03:00:26,
123465,4733,2.0,2012-02-16 09:33:59,
153271,2959,5.0,2021-06-20 12:15:14,
159719,1527,3.0,2014-04-18 08:26:19,
61928,2094,4.0,2005-09-08 09:12:25,
22097,7373,3.5,2006-08-06 09:02:38,
133114,47099,5.0,2016-11-29 22:59:00,
40363,1405,3.5,2010-05-07 23:32:18,
56942,2726,4.0,2020-01-02 00:19:34,
18202,515,5.0,1996-09-24 13:53:41,
62426,1941,4.0,1998-07-23 06:56:40,
34001,2571,4.5,2015-10-16 16:59:41,
148162,4334,5.0,2002-12-09 23:01:04,
156260,2539,4.0,2003-01-10 06:14:37,
57217,1367,4.0,2012-11-20 03:28:53,
58223,1639,5.0,1998-05-22 15:26:24,
83940,1701,3.0,1999-10-22 15:44:50,
27297,101142,3.5,2013-10-23 21:11:43,
74709,84944,2.5,2017-06-05 11:05:22,
164380,51540,4.0,2016-06-04 07:35:48,
196753,2080,4.0,2022-01-09 18:09:11,
10103,4186,3.0,2001-05-03 14:03:26,
62995,1676,4.0,1997-11-13 10:00:28,
60326,103249,2.5,2021-02-20 16:52:18,
24562,1196,3.0,2015-11-11 00:58:05,
163214,3083,4.0,2000-07-03 02:40:18,
180831,480,2.0,2000-11-04 15:57:12,
115955,261,5.0,1996-08-03 18:42:45,
60314,527,3.0,2020-03-15 09:04:08,
44377,4367,2.0,2003-12-08 17:40:06,
150690,104712,4.0,2018-01-21 05:00:27,
86392,4963,2.0,2017-03-31 18:38:31,
88615,551,3.0,2002-11-22 19:49:06,
161181,1097,5.0,1998-08-14 12:30:23,
78162,45722,3.5,2017-04-25 16:16:26,
177713,1258,4.0,2000-11-02 20:10:38,
18518,58559,3.0,2021-07-07 23:25:03,
199916,1356,4.0,2001-11-23 21:06:03,
122590,924,4.5,2015-01-11 04:17:48,
16728,4148,2.5,2004-01-04 02:09:04,
28912,139385,3.5,2018-02-10 23:15:24,
139046,2529,4.0,2022-08-09 03:02:21,
112525,1278,3.0,2002-02-24 20:17:31,
178933,4223,4.5,2006-04-10 16:16:14,
3015,592,4.5,2004-04-25 19:58:05,
137416,2138,4.0,2004-10-31 22:14:56,
78784,26554,3.5,2010-06-26 22:42:28,
92094,1459,4.0,2001-07-28 18:03:55,
153495,119655,3.5,2015-11-04 22:18:37,
57992,450,2.0,1999-08-04 16:32:26,
149533,232,3.0,1996-10-22 01:55:44,
108029,41573,1.5,2023-09-30 17:10:30,
71025,48780,4.5,2015-06-16 20:59:41,
34286,163,4.0,1996-11-15 16:51:11,
41100,106072,4.5,2016-06-08 06:54:34,
185243,263407,1.5,2022-04-07 21:02:49,
120788,2918,4.0,2003-08-01 00:35:08,
78370,1994,5.0,2004-05-28 22:57:37,
131675,103539,5.0,2020-06-23 03:39:05,
37583,6936,4.0,2004-06-18 00:28:57,
35976,1,3.0,1999-10-16 14:03:44,
158093,91104,1.0,2017-04-01 20:19:54,
132589,3160,5.0,2020-03-15 03:52:21,
115220,1263,4.0,2008-02-15 22:17:31,
76043,8961,4.0,2008-06-14 13:10:53,
36438,84152,3.0,2017-01-16 18:43:36,
42367,2565,5.0,1999-12-15 08:10:55,
131404,78209,4.5,2010-12-20 15:09:05,
43384,41,3.0,2004-09-08 19:37:44,
101219,3755,3.0,2005-03-24 13:39:14,
191899,5619,4.0,2002-11-29 18:54:40,
180198,91658,4.0,2017-07-16 16:56:49,
148596,31878,3.5,2007-09-20 23:30:03,
172321,1208,5.0,2003-01-01 00:01:24,
19584,3256,4.0,2013-09-13 22:06:18,
167155,32,4.5,2004-02-17 22:06:48,
94119,77540,3.5,2015-06-21 09:11:19,
89368,524,5.0,2005-10-11 02:57:27,
177912,1136,2.5,2012-06-11 17:29:22,
77028,2643,0.5,2008-04-15 16:22:15,
66408,47610,3.5,2009-02-03 00:54:44,
146638,50,5.0,2000-04-23 17:21:00,
171237,81018,3.0,2015-05-31 16:20:26,
23816,1270,4.0,2007-01-17 01:48:09,
35183,8361,1.0,2020-06-09 15:59:17,
131926,2028,3.0,2010-06-19 18:24:40,
135657,4011,3.5,2006-07-27 18:24:34,
160537,1247,2.5,2015-08-19 17:18:17,
200558,661,4.0,1999-12-17 01:47:02,
129858,4638,2.0,2016-06-01 14:16:34,
19283,105504,5.0,2015-02-12 05:38:43,
84810,5952,3.5,2020-09-05 13:25:19,
92412,348,4.0,2000-09-06 04:47:58,
94565,70697,1.0,2009-09-18 23:07:37,
177840,589,4.5,2004-01-07 19:12:32,
127110,8368,5.0,2016-02-18 17:31:32,
15667,6377,3.5,2015-11-03 21:53:02,
182179,3363,3.0,2013-08-22 07:12:01,
52719,296,5.0,2005-05-26 19:33:27,
196113,2005,4.5,2009-09-16 23:14:23,
62613,90522,0.5,2016-12-29 09:29:16,
161709,147,4.0,1996-05-13 23:11:53,
13917,4308,4.0,2001-08-28 06:58:55,
40968,122892,3.0,2019-01-14 00:27:00,
63706,364,3.0,1996-07-31 16:22:39,
98941,26484,3.5,2013-05-17 19:01:01,
73038,1090,5.0,2012-11-17 21:30:49,
38812,3147,4.0,2008-12-14 03:26:08,
72318,74532,2.0,2015-10-17 09:47:56,
172049,333,1.0,2020-05-30 21:00:57,
38060,1177,5.0,1999-11-17 00:01:31,
134283,3,5.0,1996-10-19 18:49:15,
86450,356,5.0,2017-06-23 15:08:54,
16152,2247,2.0,1999-12-14 02:46:20,
8307,58559,3.5,2017-08-29 20:30:59,
4914,1101,3.0,2006-09-26 00:01:46,
141504,2396,5.0,2000-06-22 19:09:19,
200462,714,5.0,2001-02-12 18:05:12,
150704,466,3.5,2005-06-12 12:07:24,
159079,58559,3.0,2023-08-23 01:11:23,
98974,4447,4.0,2008-01-28 22:35:49,
164446,7153,5.0,2015-10-21 12:52:17,
81057,139644,5.0,2020-11-15 21:39:07,
63854,3261,3.5,2015-09-07 01:42:17,
70374,48394,5.0,2010-07-22 00:57:33,
163050,71535,0.5,2019-11-14 13:16:33,
149060,94777,3.5,2018-05-20 19:12:42,
155818,1288,4.0,1999-09-30 00:13:40,
179379,2423,4.0,2000-08-08 05:47:21,
13287,66783,0.5,2021-08-17 19:29:36,
8359,86628,4.0,2017-07-06 18:27:02,
178334,84152,3.5,2020-01-13 17:17:27,
187997,2329,0.5,2005-06-24 08:43:33,
129748,2915,3.0,2007-07-31 02:09:32,
68821,5878,4.0,2005-06-13 09:17:46,
68200,2533,1.5,2009-01-07 09:32:34,
131193,45517,2.0,2022-03-27 05:28:16,
197798,1676,2.5,2006-11-17 18:24:39,
36841,914,2.0,2016-10-19 01:36:55,
43776,82854,3.0,2015-12-30 04:47:55,
160601,8874,2.5,2018-01-24 01:44:36,
95987,143859,4.0,2022-08-12 23:12:29,
39745,2795,4.0,2015-04-14 16:24:59,
20723,122886,4.5,2017-03-28 16:03:06,
127229,1527,5.0,2006-07-30 21:12:44,
16204,90405,3.0,2022-05-04 21:35:54,
180940,318,5.0,2009-10-21 01:05:12,
69915,8368,4.5,2020-10-25 01:31:52,
118669,2599,5.0,1999-12-11 20:02:16,
132578,2918,4.0,2016-07-30 19:59:43,
2214,96821,5.0,2015-10-06 07:33:51,
132031,750,5.0,2006-02-05 23:58:42,
5532,73929,4.5,2010-06-16 19:37:10,
156095,288,4.5,2007-01-09 10:04:05,
18596,4308,5.0,2003-07-30 04:31:20,
86782,125,3.5,2006-01-01 08:36:36,
70206,115617,4.0,2017-12-13 17:57:34,
28340,3216,2.0,2000-11-20 22:44:07,
84981,6867,3.0,2021-11-11 20:45:50,
99538,1953,4.0,2015-12-19 01:39:30,
177226,193455,3.5,2020-03-23 23:40:54,
135555,65216,3.5,2016-12-26 06:16:22,
143726,3763,1.0,2000-06-22 23:40:59,
151341,3755,4.0,2006-06-17 08:50:04,
157067,5792,1.5,2005-01-24 00:31:25,
77404,94018,2.0,2015-07-06 00:51:50,
79329,377,3.0,2001-08-07 15:12:49,
68639,50064,3.0,2008-07-21 14:02:09,
94965,223,4.0,1996-10-25 08:36:09,
98650,1950,4.0,2009-03-16 16:50:43,
60093,45722,2.5,2008-10-30 17:10:21,
77680,1197,5.0,2012-04-18 03:47:00,
169250,97913,3.5,2023-04-30 14:03:19,
168171,2902,2.0,1999-10-04 13:29:12,
62048,4723,2.5,2003-05-31 00:20:49,
124667,96079,2.5,2013-04-23 18:46:56,
117403,1955,3.0,2003-03-22 16:49:57,
24181,2918,3.0,2008-04-22 22:04:12,
171818,2617,4.5,2017-12-26 09:42:05,
197882,1727,3.0,2000-03-23 16:18:55,
149012,8874,3.5,2007-11-04 19:53:11,
94291,1674,4.0,2000-07-04 04:15:49,
138783,2385,1.0,1999-12-16 16:32:15,
87492,8368,3.0,2016-01-10 19:48:30,
88408,111360,1.5,2016-03-12 02:01:21,
162836,6593,4.5,2023-02-11 23:02:52,
33652,6502,5.0,2010-09-02 16:07:31,
65209,104374,4.0,2015-11-17 19:56:37,
