imdbId,tmdbId,title,original_title,original_language,release_date,release_year,has_release_date,adult,overview,tagline,genres,keywords,keywords_list,has_overview,has_tagline,has_keywords,cast_list,cast_weight,directors,writers,has_cast,has_directors,has_writers,production_companies,production_countries,spoken_languages,has_production_company,has_production_country,has_spoken_language,average_rating_tmdb,num_votes_tmdb,average_rating_imdb,num_votes_imdb,popularity,runtime,has_runtime,budget,revenue,has_budget,has_revenue,poster_url,backdrop_url,has_poster,has_backdrop
6584918,525607,"It's Tight, but hardly chokes",Aprieta Pero Raramente Ahoga,es,2017-11-11,2017,True,False,"Siegfried is a fierce dog and, if the right instructions are not followed, he can become fearsome.",,"['thriller', 'horror']",dog training,['dog training'],True,False,True,"['Fernando Albizu', 'Adam Jezierski']","[3.044522437723423, 2.5649493574615367]",['David Perez Sanudo'],"['Sergio Granda', 'David Perez Sanudo']",True,True,True,[],[],['Spanish'],False,False,True,,0,6.6,40,0.6,15,True,,,False,False,https://image.tmdb.org/t/p/w500/9X7qGHho5LHwPzYsSSlWcUlYghU.jpg,,True,False
15747192,1354583,H24 - 08:00: 10cm Above Ground,H24 - 08h : 10 cm au-dessus du sol,fr,2021-05-05,2021,True,False,"When she accepts this job as a receptionist, she has no idea she will be requested to wear 4-inch high heels. There is no way she can accept the tyranny of capitalism on her body!",,[],,[],True,False,True,['Souheila Yacoub'],[2.3978952727983707],"['Nathalie Masduraud', 'Valerie Urrea']","['Alice Zeniter', 'rare_writer', 'rare_writer']",True,True,True,"['other_company', 'ARTE']",['France'],['French'],True,True,True,,0,7.1,10,0.6,4,True,,,False,False,https://image.tmdb.org/t/p/w500/6RhkjRlZ0Mg0ZHGBXyAkLHQB4M3.jpg,https://image.tmdb.org/t/p/w500/yGQsRskDvLCUv9HJSfyDMjN5jSE.jpg,True,True
3212838,257613,The Vanquishing of the Witch Baba Yaga,The Vanquishing of the Witch Baba Yaga,ru,2014-02-28,2014,True,False,"A descent into Eastern Europe's haunted woodlands uncovers the secrets, fairy tales, and bloody histories that shape our understanding of man's place in nature.",,['documentary'],woman director,['woman director'],True,False,True,"['rare_actor', 'rare_actor']","[0.1, 0.1]",['Jessica Oreck'],['Jessica Oreck'],True,True,True,"['other_company', 'Impact Partners']","['Russia', 'United States of America', 'Poland', 'Ukraine']","['Russian', 'Polish']",True,True,True,,0,6.5,133,1.593,73,True,,,False,False,https://image.tmdb.org/t/p/w500/7B9xfw0FBex0u9Vb5VLZMI3F7ar.jpg,,True,False
68775,279001,Journey Through Rosebud,Journey Through Rosebud,en,1972-03-02,1972,True,False,A young draft dodger helps militant Native Americans in their protest against the government at Wounded Knee.,"Danny's concept of the American Indian was like a Hollywood movie... until he made his journey through Rosebud, South Dakota!",['drama'],,[],True,True,True,"['Robert Forster', 'Kristoffer Tabori', 'Victoria Racimo', 'Eddie Little Sky', 'Roy Jenson', 'Wright King', 'Larry Pennell', 'Robert Cornthwaite', 'rare_actor', 'rare_actor']","[4.859812404361672, 2.833213344056216, 2.70805020110221, 1.9459101490553132, 3.4339872044851463, 2.9444389791664403, 2.9444389791664403, 3.091042453358316, 0.1, 0.1]",['Tom Gries'],['Albert Ruben'],True,True,True,['other_company'],['United States of America'],['English'],True,True,True,,0,6.5,72,0.826,93,True,,,False,False,,,False,False
288907,579739,Zoom Up: Sexual Crime Report,ズームアップ　暴行白書,ja,1981-10-09,1981,True,False,"1981 Nikkatsu Roman Porno film. The wife of a prominent businessman works as a late-night radio personality. One night on her way to the radio station, she is raped by a motorcycle gang without knowing the reason...","Trampled by a motorcycle gang, betrayed by her husband, and manipulated by the ruse of an old lesbian partner…",[],,[],True,True,True,"['Yuki Kazamatsuri', 'Maki Kawamura', 'rare_actor', 'Eimei Esumi', 'Kenji Kasai']","[3.58351893845611, 2.4849066497880004, 0.1, 3.713572066704308, 2.3978952727983707]",['Katsuhiko Fujii'],[],True,True,False,['Nikkatsu Corporation'],['Japan'],['Japanese'],True,True,True,3.2,13,4.2,29,2.802,69,True,,,False,False,https://image.tmdb.org/t/p/w500/8sren3LBVGpf8LEq4ozdup6jTba.jpg,https://image.tmdb.org/t/p/w500/3W2GVumCT1Ih4Jov6WMuEfgJ4UU.jpg,True,True
277675,678737,Días de violencia,Días de violencia,es,1987-01-01,1987,True,False,,,[],,[],False,False,True,[],[],['Jose Luis Urquieta'],['Ramon Obon'],False,True,True,[],['Mexico'],['Spanish'],False,True,True,5.3,3,6.6,11,0.6,90,True,,,False,False,https://image.tmdb.org/t/p/w500/fbxTTFKKtDduJTu8xYJHPRImY57.jpg,,True,False
1860228,182597,Fat Girls and Feeders,Fat Girls and Feeders,en,2003-03-26,2003,True,False,"A look at the sub-culture of ""feeders"" - men who are continue feed large women to encourage them to gain more weight to the point where the women become immobile and risk their lives. Featuring interviews with both the male feeders and the women they feed.",,['documentary'],"junk food, overweight woman, food, eating disorder","['junk food', 'overweight woman', 'food', 'eating disorder']",True,False,True,['rare_actor'],[0.1],"['rare_director', 'rare_director']",[],True,True,False,"['other_company', 'Discovery Channel']","['United Kingdom', 'United States of America']",['English'],True,True,True,5.5,2,6.8,66,0.656,40,True,,,False,False,,,False,False
21223418,1038367,Overgave,Overgave,nl,2022-10-17,2022,True,False,,,['documentary'],,[],False,False,True,[],[],['Marijn Frank'],['rare_writer'],False,True,True,['other_company'],['Netherlands'],['Dutch'],True,True,True,,0,8.2,65,0.715,,False,,,False,False,https://image.tmdb.org/t/p/w500/wxrih1y4p7XD81tvl5fOWj8VXgg.jpg,https://image.tmdb.org/t/p/w500/p9PypxnCEhr8sFUzQmOd8Yz99GA.jpg,True,True
95415,68752,Judgment in Berlin,Judgment in Berlin,en,1988-05-06,1988,True,False,American judge in Germany must decide if the hijacking of an East German plane into West Berlin was justified.,,['drama'],,[],True,False,True,"['Sean Penn', 'Martin Sheen', 'Sam Wanamaker', 'Cristine Rose', 'Heinz Hoenig', 'Jurgen Heinrich', 'Max Gail', 'Jutta Speidel']","[4.394449154672439, 5.356586274672012, 3.8501476017100584, 2.5649493574615367, 4.31748811353631, 3.7612001156935624, 3.9318256327243257, 4.248495242049359]",['Leo Penn'],"['rare_writer', 'Joshua Sinclair', 'rare_writer', 'Douglas Graham']",True,True,True,"['other_company', 'other_company', 'other_company']","['Germany', 'United States of America']","['English', 'Russian', 'German']",True,True,True,5.4,13,5.8,939,3.297,96,True,,,False,False,https://image.tmdb.org/t/p/w500/52T7312KrMtCXWSLOys0GRY6a8R.jpg,https://image.tmdb.org/t/p/w500/c6DodUDSVTFhNaOwzP1M9aNyHLR.jpg,True,True
444341,209219,Komma,Komma,fr,2006-08-30,2006,True,False,A man assumes the identity of a dead person and convinces a young amnesiac that he is part of her life.,,['drama'],road movie,['road movie'],True,False,True,"['Valerie Lemaitre', 'Edith Scob', 'Francois Negret', 'Fabrice Rodriguez']","[2.302585092994046, 4.204692619390966, 3.332204510175204, 2.0794415416798357]",['Martine Doyen'],"['rare_writer', 'rare_writer']",True,True,True,"['other_company', 'other_company', 'other_company']",['Belgium'],"['English', 'French', 'German']",True,True,True,5.4,5,6.0,116,0.6,101,True,,,False,False,,,False,False
94023,294551,Stacking,Stacking,en,1987-01-22,1987,True,False,"After her father is injured, a teenager and an alcoholic employee struggle to save their financially troubled farm in 1954 Montana.",Sometimes the greatest act of love is letting go.,"['comedy', 'drama', 'romance']",,[],True,True,True,"['Christine Lahti', 'Frederic Forrest', 'Megan Follows', 'Ray Baker', 'Jason Gedrick', 'Peter Coyote', 'James Gammon', 'Kaiulani Lee', 'Jacqueline Brookes', 'Irene Dailey']","[4.007333185232471, 4.276666119016055, 3.713572066704308, 3.784189633918261, 3.5263605246161616, 5.19295685089021, 4.060443010546419, 2.5649493574615367, 3.091042453358316, 1.9459101490553132]",['Martin Rosen'],['rare_writer'],True,True,True,"['American Playhouse', 'other_company', 'other_company']",['United States of America'],['English'],True,True,True,,0,6.4,130,1.192,96,True,,,False,False,https://image.tmdb.org/t/p/w500/l7e2Qhe5Qt6vDeag2qYQINXiCO4.jpg,,True,False
15471642,897077,The Rose Villa,The Rose Villa,te,2021-10-01,2021,True,False,"Ravi and Sweta meet a lonely elderly couple when their car breaks down in the forest. Invited to their home, strange behaviour sets off alarm bells and Ravi and Sweta attempt to escape.",,"['horror', 'thriller']",,[],True,False,True,"['rare_actor', 'Raja Ravindra', 'rare_actor', 'rare_actor', 'Thummala Narasimha Reddy', 'Swetaa Varma']","[0.1, 3.9318256327243257, 0.1, 0.1, 2.3978952727983707, 2.5649493574615367]","['rare_director', 'rare_director']","['rare_writer', 'rare_writer']",True,True,True,['other_company'],['India'],['Telugu'],True,True,True,7.5,2,4.8,1669,1.276,84,True,,,False,False,https://image.tmdb.org/t/p/w500/zybJ5VEgM7HNvMjbsSrpTc36sgA.jpg,https://image.tmdb.org/t/p/w500/zWBHtD07EKGVSR6jwrVulMJSjhE.jpg,True,True
16389618,333923,The Road to Palestine,الطريق الى فلسطين,ar,1985-01-01,1985,True,False,"In Layaly Badr’s documentary short, Road to Palestine, seven-year-old Layla – who has been badly injured in an air raid – lives in a refugee camp outside Palestine. Layla and her friends describe how they imagine Palestine, despite never having seen it.",,['animation'],palestine,['palestine'],True,False,True,[],[],['rare_director'],['rare_writer'],False,True,True,[],"['Germany', 'Palestinian Territory']",['Arabic'],False,True,True,7.5,2,7.1,18,0.6,7,True,,,False,False,https://image.tmdb.org/t/p/w500/bzIN8ntJSpXrZ2RWF5ZEF7gCxtD.jpg,,True,False
86859,22160,Against All Odds,Against All Odds,en,1984-03-02,1984,True,False,"She was a beautiful fugitive. Fleeing from corruption. From power. He was a professional athlete past his prime. Hired to find her, he grew to love her. Love turned to obsession. Obsession turned to murder. And now the price of freedom might be nothing less than their lives.",Sometimes love is the most dangerous game of all.,"['crime', 'drama', 'romance', 'thriller']","american football, neo-noir","['american football', 'neo-noir']",True,True,True,"['Jeff Bridges', 'Rachel Ward', 'James Woods', 'Alex Karras', 'Jane Greer', 'Richard Widmark', 'Dorian Harewood', 'Swoosie Kurtz', 'Saul Rubinek', 'Pat Corley']","[4.804021044733257, 3.295836866004329, 4.574710978503383, 3.044522437723423, 3.4965075614664802, 4.3694478524670215, 3.970291913552122, 3.828641396489095, 4.304065093204169, 3.2188758248682006]",['Taylor Hackford'],"['Eric Hughes', 'Daniel Mainwaring']",True,True,True,"['Columbia Pictures', 'other_company', 'other_company']",['United States of America'],"['English', 'Spanish']",True,True,True,5.675,169,5.9,14930,20.052,128,True,,,False,False,https://image.tmdb.org/t/p/w500/Ac0m41QYoxYBfRoU4cL491vOfEv.jpg,https://image.tmdb.org/t/p/w500/pFfCyTolgfcfYRQod6PEmbguUPV.jpg,True,True
13915968,1043234,Hayseed,Hayseed,en,2023-04-17,2023,True,False,"Following the discovery of a reverend’s body, a retired detective uncovers corruption and murder in a Rust Belt community.",,"['crime', 'mystery', 'comedy']","whodunit, neo-noir","['whodunit', 'neo-noir']",True,False,True,"['Bill Sage', 'Ismenia Mendes', 'Jack Falahee', 'Nolan North', 'Caitlin Carver', 'Kathryn Morris', 'Amy Hargreaves', 'rare_actor', 'rare_actor', 'rare_actor']","[4.276666119016055, 1.791759469228055, 2.302585092994046, 3.58351893845611, 2.0794415416798357, 3.332204510175204, 3.332204510175204, 0.1, 0.1, 0.1]",['rare_director'],['rare_writer'],True,True,True,"['other_company', 'other_company']",[],[],True,False,False,,0,6.1,390,0.817,107,True,,,False,False,https://image.tmdb.org/t/p/w500/4xCRXGFG4hOY69vBB3pG7Ydet0J.jpg,,True,False
15448174,1094677,Arnoldo Mondadori - I libri per cambiare il mondo,Arnoldo Mondadori - I libri per cambiare il mondo,it,2022-12-21,2022,True,False,,,"['drama', 'tv movie', 'documentary']",,[],False,False,True,"['Michele Placido', 'Flavio Parenti', 'rare_actor', 'Lucia Batassa', 'rare_actor', 'rare_actor', 'Eric Alexander', 'rare_actor', 'Niccolo Senni', 'rare_actor']","[4.624972813284271, 2.772588722239781, 0.1, 2.772588722239781, 0.1, 0.1, 1.791759469228055, 0.1, 3.091042453358316, 0.1]",['Francesco Micciche'],"['Salvatore De Mola', 'Francesco Micciche']",True,True,True,"['other_company', 'Rai Fiction']",['Italy'],['Italian'],True,True,True,6.0,1,7.5,39,0.6,92,True,,,False,False,https://image.tmdb.org/t/p/w500/tQtK78GtQrF28i94VGGOJvwZLQ2.jpg,,True,False
468777,115397,Canary,カナリア,ja,2004-11-20,2004,True,False,"Two children, each abandoned by their families, come together in the wake of the Sarin gas attack in Tokyo. Based on the true events of the deadly gas attacks perpetrated by members of the Aum Shinrikyo cult on the Tokyo subway system.",,['drama'],,[],True,False,True,"['Hoshi Ishida', 'Mitsuki Tanimura', 'Hidetoshi Nishijima', 'rare_actor', 'Noriko Eguchi', 'Yukiko Inoue', 'Michie', 'Kenji Mizuhashi', 'Toru Shinagawa', 'Masahiro Toda']","[2.5649493574615367, 3.8918202981106265, 4.23410650459726, 0.1, 3.7612001156935624, 1.9459101490553132, 1.9459101490553132, 3.7612001156935624, 3.044522437723423, 3.2188758248682006]",['Akihiko Shiota'],['Akihiko Shiota'],True,True,True,['other_company'],['Japan'],['Japanese'],True,True,True,6.333,12,6.9,386,3.112,132,True,,,False,False,https://image.tmdb.org/t/p/w500/e9MmQdcugjzuGImUvdlrbAugeZZ.jpg,https://image.tmdb.org/t/p/w500/mRRFE9I1LwrSgEk9ettawjHUVLg.jpg,True,True
9046576,601516,ReMastered: The Lion's Share,ReMastered: The Lion's Share,en,2019-05-17,2019,True,False,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.","""The Lion Sleeps Tonight"" Story","['documentary', 'music']",,[],True,True,True,"['rare_actor', 'Pete Seeger', 'rare_actor']","[0.1, 3.2188758248682006, 0.1]",['Sam Cullman'],"['Jeff Zimbalist', 'Michael Zimbalist']",True,True,True,"['other_company', 'other_company']",['United States of America'],['English'],True,True,True,6.8,20,6.9,754,2.464,84,True,,,False,False,https://image.tmdb.org/t/p/w500/lI2g8uRCVUFvchfq8wbwu39tQOx.jpg,https://image.tmdb.org/t/p/w500/7WS1DOeKL4kMhtnLBu0KYwP8geg.jpg,True,True
138830,55656,Speedy Gonzales – noin 7 veljeksen poika,Speedy Gonzales – noin 7 veljeksen poika,fi,1970-08-28,1970,True,False,,,"['comedy', 'western']",parody,['parody'],False,False,True,"['Spede Pasanen', 'Tarja Markus', 'Olavi Ahonen', 'Esko Salminen', 'Ville-Veikko Salminen', 'Simo Salminen', 'Leo Jokela', 'Pertti Melasniemi', 'rare_actor', 'Juhani Kumpulainen']","[3.5553480614894135, 2.1972245773362196, 3.091042453358316, 3.828641396489095, 2.995732273553991, 3.6109179126442243, 3.7612001156935624, 1.9459101490553132, 0.1, 3.044522437723423]",['Ere Kokkonen'],"['Ere Kokkonen', 'Vesa-Matti Loiri', 'Spede Pasanen']",True,True,True,['other_company'],['Finland'],['Finnish'],True,True,True,6.3,5,6.2,573,1.24,85,True,,,False,False,https://image.tmdb.org/t/p/w500/ooCLYTF19p36yZKUAhCdIAlUbNe.jpg,https://image.tmdb.org/t/p/w500/zWc0rdTnU18bKbKLWzV8LhaX3gs.jpg,True,True
6126006,641784,Solo!,Solo!,de,2018-09-29,2018,True,False,,,"['comedy', 'music', 'romance']",,[],False,False,True,"['rare_actor', 'rare_actor', 'Jaime Pujol', 'rare_actor', 'rare_actor', 'rare_actor']","[0.1, 0.1, 2.0794415416798357, 0.1, 0.1, 0.1]",['rare_director'],['rare_writer'],True,True,True,['other_company'],"['Spain', 'United Kingdom']",[],True,True,False,5.7,7,5.5,182,0.645,,False,,,False,False,https://image.tmdb.org/t/p/w500/bChNvYjxiik36ZaApAn2euAEcDk.jpg,https://image.tmdb.org/t/p/w500/7vzAAFrAZiSY03fCFqUiXQGJokS.jpg,True,True
1871309,116378,Lonely Island,Vientuļā sala,et,2012-03-01,2012,True,False,"Five stories and many more lives that are affected, they flow by each other and sometimes intersect. In one way or other we talk about emotional scars that each of us carries around. Events take place in a space of a few days as our heroes try to cope with their past and move on with their lives.",,['drama'],,[],True,False,True,"['Lembit Ulfsak', 'Juhan Ulfsak', 'rare_actor', 'Igor Sigov', 'Svetlana Zelenkovskaya', 'rare_actor', 'rare_actor', 'rare_actor', 'rare_actor', 'Andris Keiss']","[4.189654742026425, 3.295836866004329, 0.1, 2.302585092994046, 1.9459101490553132, 0.1, 0.1, 0.1, 0.1, 3.367295829986474]",['Peeter Simm'],"['Peeter Simm', 'Mihkel Ulman']",True,True,True,"['other_company', 'other_company', 'Belarusfilm']","['Latvia', 'Belarus', 'Estonia']","['other_language', 'Estonian', 'Russian']",True,True,True,,0,4.8,59,0.728,99,True,,,False,False,,,False,False
926759,12169,The First Day of the Rest of Your Life,Le Premier Jour du reste de ta vie,fr,2008-07-23,2008,True,False,A sprawling drama centered on five key days in a family's life.,This family is your family,['drama'],"marriage, diary, wine, car crash, student of medicine, family, family feud","['marriage', 'diary', 'wine', 'car crash', 'student of medicine', 'family', 'family feud']",True,True,True,"['Jacques Gamblin', 'Zabou Breitman', 'Deborah Francois', 'Marc-Andre Grondin', 'Pio Marmai', 'Roger Dumas', 'Cecile Cassel', 'Stanley Weber', 'rare_actor', 'rare_actor']","[4.143134726391533, 4.204692619390966, 3.4339872044851463, 3.4339872044851463, 3.784189633918261, 3.9512437185814275, 3.295836866004329, 3.1780538303479458, 0.1, 0.1]",['Remi Bezancon'],['Remi Bezancon'],True,True,True,"['other_company', 'StudioCanal', 'TPS Star', 'Canal+', 'France 2 Cinema']",['France'],['French'],True,True,True,7.45,441,7.5,10395,7.499,114,True,5900000,13200000,True,True,https://image.tmdb.org/t/p/w500/w6pi0wqfNnwbCWc98jW3opwl0dF.jpg,https://image.tmdb.org/t/p/w500/dg675RUDeQ26oyx9rBY4fQtyMow.jpg,True,True
3522726,285306,She Devil,รักเราเขย่าขวัญ,th,2014-02-27,2014,True,False,"A 28-year-old singer Woen, who has a crush on a beautiful girl in his village named Ploy. When Woen and Ploy's parents arrange the couple's marriage, Woen is thrilled. However, on the night of their wedding, Ploy suddenly changes into a different and decidedly scary person. Rather than run away, Woen decides to do everything he can to bring the real Ploy back.",Evil will follow you.,"['romance', 'horror']",,[],True,True,True,"['rare_actor', 'rare_actor', 'Pongtap Anurat', 'rare_actor', 'Vasana Chalakorn', 'rare_actor']","[0.1, 0.1, 2.1972245773362196, 0.1, 2.0794415416798357, 0.1]",['Pisut Praesangeam'],[],True,True,False,['other_company'],['Thailand'],['Thai'],True,True,True,7.0,2,5.4,85,0.853,98,True,,,False,False,https://image.tmdb.org/t/p/w500/iLrHL3bfNzbkX7X3rfH5839IMqy.jpg,https://image.tmdb.org/t/p/w500/5JAODVT4ZtBPNOQ9LZc6indNgW8.jpg,True,True
